persona_id,edad,genero,provincia,zona_urbana,nivel_educativo,preferencia_contacto,antiguedad_cliente,hijos,tamano_hogar,ocupacion,vivienda_propia,posee_auto,ingresos_mensuales,ahorro_mensual,deuda_tarjeta,cantidad_polizas,suma_asegurada_total,prima_promedio,cantidad_pagos,cuotas_cumplidas,cuotas_impagas,pagos_parciales,ratio_cuotas_cumplidas,monto_promedio_pago,cantidad_siniestros,monto_promedio_siniestro,dias_desde_ultimo_siniestro,tiene_auto,tiene_hogar,tiene_vida,tiene_salud,tiene_accidentes,tiene_mascotas,tiene_riesgos,costo_mensual_total_seguro,deuda_frac_ingreso,ahorro_frac_ingreso,producto_objetivo,adquirio
503,70,1,Rio Negro,1,secundario,whatsapp,143,0,4,autonomo,1,1,1694377.0,226823.79,68917.87,4,14755831.9,95370.32,7,6,0,1,0.857,9473.72,0,0.0,9999,1,1,0,0,0,1,1,31790.11,0.041,0.134,Salud,1
504,84,1,CABA,1,secundario,telefono,252,0,1,empleado,1,0,810775.19,63789.67,70590.41,2,5078104.9,104933.83,2,0,0,2,0.0,5864.07,0,0.0,9999,0,1,0,1,0,0,0,17488.97,0.087,0.079,Ninguno,0
505,36,1,Cordoba,1,terciario,email,2058,0,3,comerciante,1,1,804306.4,64359.25,0.0,2,8015042.09,135132.85,48,32,0,16,0.667,9823.54,1,403548.03,1352,1,1,0,0,0,0,0,22522.14,0.0,0.08,Accidentes,0
506,25,0,Entre Rios,1,secundario,whatsapp,1258,1,3,empleado,1,1,690179.08,58114.87,165296.79,2,9569593.68,105960.12,48,30,10,8,0.625,6163.24,1,576757.13,847,0,1,0,0,0,0,1,17660.02,0.239,0.084,Salud,0
507,43,0,Mendoza,1,secundario,email,1997,2,2,empleado,1,1,732618.31,35670.17,71038.37,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.097,0.049,Vida,1
508,74,1,Cordoba,1,secundario,email,1482,0,1,empleado,1,0,697936.58,39859.15,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.0,0.057,Hogar,0
509,56,1,Rio Negro,0,universitario,telefono,309,1,4,autonomo,1,0,1045678.95,180549.51,144300.71,2,4268406.52,96668.39,3,2,0,1,0.667,8730.52,1,195962.5,28,0,1,1,0,0,0,0,16111.4,0.138,0.173,Accidentes,1
510,38,0,Chubut,1,secundario,whatsapp,425,1,3,desempleado,1,0,54165.57,3294.15,7451.15,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.138,0.061,Hogar,1
511,32,0,Corrientes,0,terciario,whatsapp,328,2,2,comerciante,1,1,1064733.63,105244.76,152843.32,3,14532689.23,110221.83,11,5,2,4,0.455,7600.95,1,718477.73,-72,1,0,0,1,1,0,0,27555.46,0.144,0.099,Riesgos,1
512,30,0,La Pampa,1,terciario,email,166,2,4,empleado,0,1,845148.61,92715.16,254259.48,1,2937351.49,137894.64,1,0,1,0,0.0,0.0,0,0.0,9999,1,0,0,0,0,0,0,11491.22,0.301,0.11,Hogar,1
513,63,0,La Pampa,1,secundario,whatsapp,594,1,2,empleado,0,1,1099101.37,128955.25,334544.52,2,10779175.2,143220.83,31,21,4,6,0.677,9592.69,1,3065471.3,355,1,0,0,1,0,0,0,23870.14,0.304,0.117,Mascotas,1
514,27,1,San Luis,1,secundario,email,1018,0,2,comerciante,1,1,519871.02,49913.29,50615.51,3,12265783.3,103795.02,69,53,0,16,0.768,8164.37,0,0.0,9999,1,0,0,1,0,1,0,25948.76,0.097,0.096,Accidentes,1
515,60,1,Santa Fe,1,universitario,email,285,0,5,profesional,1,0,4977330.96,176812.23,241763.21,2,3433636.71,81438.37,10,5,4,1,0.5,3044.13,0,0.0,9999,0,1,0,0,0,1,0,13573.06,0.049,0.036,Accidentes,1
516,79,0,Buenos Aires,0,terciario,email,962,1,5,jubilado,1,1,314046.21,45806.48,72259.84,2,5124164.36,87365.2,48,39,0,9,0.812,6729.24,0,0.0,9999,1,1,0,0,0,0,0,14560.87,0.23,0.146,Ninguno,0
517,32,1,Rio Negro,1,universitario,whatsapp,513,1,1,profesional,0,1,2446307.26,0.0,423297.89,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.173,0.0,Auto,1
518,25,0,Cordoba,1,secundario,whatsapp,1826,2,4,empleado,0,1,1115340.84,117866.91,301518.45,1,4656647.96,101392.81,24,15,0,9,0.625,7376.97,0,0.0,9999,0,0,0,1,0,0,0,8449.4,0.27,0.106,Auto,0
519,46,1,Tucuman,0,secundario,email,1269,2,4,empleado,0,1,738078.08,90703.1,219796.64,2,7674301.16,119737.52,48,36,2,10,0.75,9106.63,0,0.0,9999,1,0,1,0,0,0,0,19956.25,0.298,0.123,Hogar,0
520,44,1,Misiones,0,universitario,email,1555,2,3,empleado,1,1,1298826.95,119170.01,107576.54,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.083,0.092,Auto,1
521,67,1,San Luis,1,secundario,email,107,1,2,jubilado,1,0,518478.55,15240.41,62972.6,1,2407041.0,188810.04,1,1,0,0,1.0,15999.17,1,442412.9,-94,1,0,0,0,0,0,0,15734.17,0.121,0.029,Hogar,1
522,73,0,La Pampa,1,terciario,whatsapp,263,3,2,jubilado,1,0,437932.65,38141.42,58197.61,1,2970840.21,75087.88,4,4,0,0,1.0,6243.51,0,0.0,9999,0,1,0,0,0,0,0,6257.32,0.133,0.087,Salud,1
523,53,1,La Pampa,1,secundario,email,1053,0,5,empleado,1,1,681301.38,41283.6,114614.83,1,630272.43,32941.11,24,14,6,4,0.583,1874.37,0,0.0,9999,0,0,0,0,0,1,0,2745.09,0.168,0.061,Salud,1
524,77,0,Corrientes,1,secundario,whatsapp,1499,3,4,jubilado,1,1,687985.61,38305.39,40973.23,2,10547656.1,172557.3,48,34,8,6,0.708,11110.07,1,375299.27,1385,1,1,0,0,0,0,0,28759.55,0.06,0.056,Salud,1
525,41,1,San Luis,1,secundario,telefono,2105,1,1,empleado,1,1,1114091.03,84043.66,167582.25,2,12140526.96,163631.65,48,35,4,9,0.729,11233.44,0,0.0,9999,1,1,0,0,0,0,0,27271.94,0.15,0.075,Vida,0
526,65,0,CABA,1,primario,telefono,1733,0,5,empleado,1,0,763546.54,68476.93,111126.6,2,11321997.62,150312.19,48,39,5,4,0.812,11005.18,2,1493778.98,1278,1,1,0,0,0,0,0,25052.03,0.146,0.09,Salud,0
527,21,0,La Pampa,1,terciario,whatsapp,896,0,3,empleado,0,0,848479.5,0.0,0.0,1,795538.26,29152.22,24,15,2,7,0.625,2021.33,0,0.0,9999,0,0,0,0,0,1,0,2429.35,0.0,0.0,Salud,1
528,71,1,San Luis,0,secundario,email,526,3,2,empleado,1,0,695354.92,90455.33,0.0,1,5071027.46,139783.8,10,8,0,2,0.8,10811.28,0,0.0,9999,0,1,0,0,0,0,0,11648.65,0.0,0.13,Salud,1
529,58,1,Corrientes,0,universitario,whatsapp,1017,3,5,profesional,1,0,1313672.39,42803.45,11999.16,1,2770115.7,130471.07,24,16,2,6,0.667,9004.06,0,0.0,9999,0,0,0,1,0,0,0,10872.59,0.009,0.033,Accidentes,1
530,51,0,Tucuman,1,secundario,whatsapp,1429,2,3,empleado,1,0,727724.97,38429.77,93648.35,3,14694252.84,136973.35,72,51,7,14,0.708,9250.56,3,3715541.14,1115,1,1,1,0,0,0,0,34243.34,0.129,0.053,Salud,1
531,73,1,CABA,1,universitario,email,713,0,4,empleado,0,1,483144.27,38326.52,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.0,0.079,Salud,1
532,79,0,Misiones,1,universitario,email,581,0,4,empleado,1,1,952681.09,0.0,34618.11,1,3902872.71,143493.95,15,6,4,5,0.4,6861.21,1,963183.09,232,1,0,0,0,0,0,0,11957.83,0.036,0.0,Hogar,1
533,72,0,Entre Rios,1,primario,whatsapp,1352,0,3,jubilado,1,1,571311.08,62515.68,37988.04,2,5316953.37,76047.18,48,36,0,12,0.75,5613.59,1,2940853.04,1029,0,0,0,1,1,0,0,12674.53,0.066,0.109,Hogar,1
534,31,0,Cordoba,1,secundario,whatsapp,1171,0,1,autonomo,1,1,1891902.39,88317.1,339553.4,3,10179401.78,99096.57,72,45,17,10,0.625,5746.68,0,0.0,9999,0,1,0,1,0,0,1,24774.14,0.179,0.047,Auto,1
535,72,1,Cordoba,0,primario,email,2163,0,3,jubilado,1,1,688143.65,0.0,112403.27,2,8476408.95,150845.3,48,16,16,16,0.333,6455.5,0,0.0,9999,1,1,0,0,0,0,0,25140.88,0.163,0.0,Salud,1
536,82,0,Corrientes,1,terciario,email,1160,0,4,jubilado,1,0,543337.67,64130.99,105205.18,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.194,0.118,Ninguno,0
537,43,0,Cordoba,1,secundario,whatsapp,1955,1,2,empleado,1,0,851842.16,121330.04,228385.16,1,632861.83,28137.67,24,16,0,8,0.667,2069.46,1,103045.23,1309,0,0,0,0,1,0,0,2344.81,0.268,0.142,Hogar,1
538,48,0,Corrientes,1,universitario,email,1458,0,4,desempleado,1,1,108686.15,22218.07,7694.0,1,1080295.55,37595.49,24,23,0,1,0.958,3063.76,0,0.0,9999,1,0,0,0,0,0,0,3132.96,0.071,0.204,Hogar,1
539,71,0,Santa Fe,1,secundario,email,1362,2,3,jubilado,1,1,335998.46,4880.64,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.0,0.015,Hogar,0
540,25,0,Mendoza,1,terciario,email,1353,0,3,empleado,0,1,1021629.2,104169.58,327809.57,1,8377752.29,179991.32,24,19,3,2,0.792,12578.04,0,0.0,9999,1,0,0,0,0,0,0,14999.28,0.321,0.102,Salud,1
541,32,0,Cordoba,1,terciario,telefono,1380,2,1,empleado,1,1,590895.92,43341.45,98037.09,1,7490807.57,169821.47,24,19,1,4,0.792,12879.75,0,0.0,9999,1,0,0,0,0,0,0,14151.79,0.166,0.073,Vida,1
542,65,0,Santa Fe,1,sin_estudios,telefono,1723,2,1,jubilado,1,1,554000.53,41014.23,53042.56,2,10235961.96,139318.07,48,33,4,11,0.688,9434.22,1,5945091.32,1266,1,0,1,0,0,0,0,23219.68,0.096,0.074,Salud,1
543,66,0,Cordoba,0,universitario,email,1671,3,3,empleado,0,0,295555.42,1515.9,10431.35,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.035,0.005,Ninguno,0
544,57,1,Neuquen,0,secundario,email,1771,3,4,empleado,0,0,322320.54,12787.2,53138.05,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.165,0.04,Vida,0
545,82,1,Buenos Aires,0,universitario,email,1596,2,2,empleado,1,1,941049.9,14361.8,195057.16,2,5346586.21,129908.12,48,18,20,10,0.375,4730.25,0,0.0,9999,1,0,1,0,0,0,0,21651.35,0.207,0.015,Ninguno,0
546,39,0,Salta,1,secundario,email,2036,1,2,empleado,1,1,804273.07,89189.03,153974.81,3,4967551.97,109113.36,72,57,0,15,0.792,8217.79,0,0.0,9999,1,1,0,1,0,0,0,27278.34,0.191,0.111,Vida,1
547,70,1,Misiones,1,secundario,email,1128,2,3,jubilado,0,1,595085.92,0.0,143239.79,2,7882025.66,170385.79,48,15,25,8,0.312,6186.04,0,0.0,9999,1,0,0,1,0,0,0,28397.63,0.241,0.0,Ninguno,0
548,43,1,Buenos Aires,1,secundario,telefono,495,2,5,autonomo,1,1,1277736.09,163767.43,0.0,3,12610144.02,127838.62,41,37,0,4,0.902,10589.3,0,0.0,9999,1,1,0,1,0,0,0,31959.65,0.0,0.128,Riesgos,1
549,50,1,Santa Fe,0,terciario,telefono,1925,1,2,desempleado,1,1,116269.55,11407.6,3818.22,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.033,0.098,Vida,0
550,77,0,CABA,1,secundario,email,670,0,4,jubilado,1,0,653004.45,50781.43,159818.69,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.245,0.078,Hogar,1
551,27,1,CABA,1,secundario,whatsapp,654,1,1,empleado,1,0,375639.85,152.18,24230.45,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.065,0.0,Salud,0
552,47,1,Rio Negro,0,secundario,telefono,404,0,2,empleado,1,1,493571.41,18521.67,93169.03,1,2776897.17,124089.98,13,6,4,3,0.462,6019.41,0,0.0,9999,0,1,0,0,0,0,0,10340.83,0.189,0.038,Auto,1
553,57,0,Neuquen,1,secundario,whatsapp,1328,0,2,comerciante,1,1,568670.54,64345.91,47691.59,1,2332375.0,65004.1,24,21,0,3,0.875,5207.29,0,0.0,9999,0,0,1,0,0,0,0,5417.01,0.084,0.113,Hogar,0
554,77,1,Misiones,1,universitario,email,1447,3,1,jubilado,0,1,573089.57,16198.41,3198.9,2,8792836.74,114269.97,48,24,10,14,0.5,6303.49,2,2491950.14,1116,1,0,1,0,0,0,0,19044.99,0.006,0.028,Salud,1
555,50,0,Salta,0,universitario,whatsapp,264,1,2,profesional,1,0,1535825.94,128164.49,292745.86,2,11581658.73,157367.92,3,1,0,2,0.333,10924.23,1,980156.54,10,1,1,0,0,0,0,0,26227.99,0.191,0.083,Salud,1
556,25,0,Tucuman,1,universitario,telefono,285,0,3,autonomo,0,0,2287953.04,338466.88,180002.94,2,9854571.23,162035.67,4,2,0,2,0.5,11629.61,1,2731318.54,9,1,0,0,1,0,0,0,27005.95,0.079,0.148,Accidentes,1
557,69,0,CABA,1,primario,telefono,281,2,5,empleado,0,1,864136.1,108882.17,175228.36,2,5550762.09,105022.29,7,7,0,0,1.0,11843.08,0,0.0,9999,1,0,1,0,0,0,0,17503.72,0.203,0.126,Salud,1
558,29,0,CABA,1,terciario,telefono,1926,1,1,empleado,1,0,657023.15,73471.22,54015.09,2,9593936.11,139052.98,48,42,0,6,0.875,10861.13,0,0.0,9999,1,0,1,0,0,0,0,23175.5,0.082,0.112,Salud,1
559,34,0,Entre Rios,0,primario,telefono,248,3,4,empleado,0,1,820913.99,102607.69,31575.29,1,4429483.35,183493.01,1,1,0,0,1.0,15534.47,0,0.0,9999,1,0,0,0,0,0,0,15291.08,0.038,0.125,Vida,1
560,75,1,Buenos Aires,0,primario,whatsapp,728,1,3,jubilado,1,1,480108.07,0.0,32390.95,1,6241532.98,186583.4,15,7,5,3,0.467,9520.07,0,0.0,9999,1,0,0,0,0,0,0,15548.62,0.067,0.0,Hogar,0
561,83,0,Santa Fe,1,primario,email,1087,3,1,jubilado,0,0,657798.14,47162.6,26643.62,2,7231825.05,88461.64,48,38,3,7,0.792,6511.57,1,2610436.06,608,0,0,1,1,0,0,0,14743.61,0.041,0.072,Ninguno,0
562,30,1,Mendoza,1,terciario,whatsapp,1496,3,2,autonomo,0,1,956876.41,23462.12,49737.17,1,3970233.82,182900.42,24,13,4,7,0.542,10384.77,0,0.0,9999,1,0,0,0,0,0,0,15241.7,0.052,0.025,Accidentes,0
563,23,0,CABA,1,universitario,email,2106,1,3,autonomo,0,0,1402147.99,92505.45,0.0,3,7884283.04,111319.98,72,50,3,19,0.694,8133.64,1,1496453.6,1854,1,1,1,0,0,0,0,27829.99,0.0,0.066,Salud,1
564,57,1,Corrientes,1,secundario,email,1447,0,3,autonomo,1,0,1234457.16,0.0,75404.91,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.061,0.0,Salud,0
565,38,0,Corrientes,1,secundario,email,439,0,1,empleado,0,1,696632.52,79483.6,19186.18,1,7072940.75,161299.05,12,10,0,2,0.833,12983.22,2,3373132.19,70,1,0,0,0,0,0,0,13441.59,0.028,0.114,Hogar,1
566,27,1,Chubut,0,secundario,whatsapp,2030,2,1,autonomo,0,0,867955.56,133899.59,40237.87,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.046,0.154,Salud,1
567,42,0,Mendoza,1,secundario,whatsapp,895,0,2,empleado,1,0,809742.07,51673.68,64350.34,2,7639932.35,92524.01,41,28,5,8,0.683,6038.51,1,2762970.27,277,0,0,0,1,0,0,1,15420.67,0.079,0.064,Hogar,1
568,30,1,La Pampa,0,primario,email,1686,2,5,empleado,0,0,1141589.92,0.0,222330.24,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.195,0.0,Vida,0
569,75,1,La Pampa,1,secundario,whatsapp,1557,3,5,jubilado,1,0,505451.54,24157.18,45342.02,1,7129950.86,162572.35,24,14,7,3,0.583,8933.48,0,0.0,9999,1,0,0,0,0,0,0,13547.7,0.09,0.048,Hogar,1
570,33,0,Tucuman,1,secundario,email,1915,1,1,autonomo,0,1,1216147.72,187716.6,273322.8,2,5627869.98,129735.25,48,35,0,13,0.729,9483.9,1,389975.13,1346,1,0,0,1,0,0,0,21622.54,0.225,0.154,Hogar,1
571,68,0,CABA,1,primario,email,747,2,4,jubilado,0,1,766114.16,551.57,193950.44,1,9312797.35,197452.41,14,7,3,4,0.5,10396.22,1,3509151.83,91,1,0,0,0,0,0,0,16454.37,0.253,0.001,Hogar,0
572,30,0,Misiones,1,terciario,email,2129,2,1,desempleado,0,1,51996.51,3976.99,10648.83,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.205,0.076,Mascotas,1
573,49,1,Tucuman,1,universitario,whatsapp,230,0,2,empleado,1,1,890624.3,110994.5,67572.24,2,8905442.03,156994.42,2,2,0,0,1.0,13024.35,1,1122797.95,44,1,1,0,0,0,0,0,26165.74,0.076,0.125,Salud,0
574,58,1,Santa Fe,1,primario,email,936,1,3,empleado,1,0,348172.82,30858.89,39419.05,1,1440183.25,75038.2,23,19,1,3,0.826,5741.35,0,0.0,9999,0,1,0,0,0,0,0,6253.18,0.113,0.089,Vida,1
575,62,1,Corrientes,0,secundario,email,651,0,3,autonomo,1,0,644486.93,44779.99,76349.23,1,3688861.8,79025.11,9,5,1,3,0.556,5281.29,0,0.0,9999,0,0,0,0,0,0,1,6585.43,0.118,0.069,Accidentes,1
576,58,1,Buenos Aires,1,secundario,telefono,1944,0,4,autonomo,0,1,631315.7,0.0,182230.62,3,8081179.61,142139.15,72,32,25,15,0.444,6878.2,2,669661.26,1303,1,1,0,1,0,0,0,35534.79,0.289,0.0,Accidentes,1
577,68,1,CABA,1,primario,whatsapp,895,2,1,jubilado,1,1,586307.36,28883.41,166581.65,1,4098922.93,200383.72,19,8,9,2,0.421,8331.3,0,0.0,9999,1,0,0,0,0,0,0,16698.64,0.284,0.049,Hogar,1
578,68,1,Corrientes,0,universitario,telefono,1684,2,5,jubilado,1,0,211838.58,5430.2,36273.47,2,4312357.27,52018.41,48,24,16,8,0.5,2662.08,0,0.0,9999,0,1,0,1,0,0,0,8669.74,0.171,0.026,Ninguno,0
579,21,0,Cordoba,1,primario,telefono,948,0,4,empleado,0,1,952566.08,14639.63,137766.8,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.145,0.015,Hogar,1
580,42,1,Tucuman,0,secundario,email,1905,1,3,empleado,1,0,959550.14,78595.12,174938.38,2,5389925.94,112800.45,48,34,5,9,0.708,7493.81,0,0.0,9999,1,0,1,0,0,0,0,18800.08,0.182,0.082,Salud,1
581,32,0,San Luis,0,secundario,email,1386,1,1,empleado,0,0,205037.55,12823.12,22395.46,1,2000138.27,59034.14,24,15,2,7,0.625,3989.73,0,0.0,9999,1,0,0,0,0,0,0,4919.51,0.109,0.063,Vida,1
582,21,1,San Luis,0,secundario,email,1999,0,2,estudiante,0,0,146793.76,15262.97,23411.93,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.159,0.104,Mascotas,1
583,32,1,Entre Rios,1,secundario,telefono,1531,2,2,empleado,0,1,771148.55,0.0,51585.01,3,9534838.78,127394.19,72,32,27,13,0.444,5979.35,1,1258034.84,1131,1,1,0,1,0,0,0,31848.55,0.067,0.0,Vida,1
584,53,0,La Pampa,1,primario,whatsapp,176,0,3,autonomo,0,1,1145032.0,156537.78,250572.59,1,6806747.91,153891.57,1,0,0,1,0.0,5419.33,0,0.0,9999,1,0,0,0,0,0,0,12824.3,0.219,0.137,Hogar,0
585,50,0,Buenos Aires,1,primario,telefono,963,2,2,autonomo,0,0,176376.64,17384.25,3405.78,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.019,0.099,Vida,0
586,66,0,San Luis,1,universitario,telefono,722,2,1,jubilado,0,0,179245.45,6940.98,37100.65,1,1242352.52,28288.29,12,7,5,0,0.583,1374.13,0,0.0,9999,0,0,1,0,0,0,0,2357.36,0.207,0.039,Ninguno,0
587,19,0,Misiones,1,secundario,telefono,965,0,3,empleado,0,1,784293.35,0.0,94883.89,1,2995199.56,127211.94,24,10,11,3,0.417,5007.63,0,0.0,9999,0,0,0,1,0,0,0,10601.0,0.121,0.0,Hogar,1
588,49,0,Cordoba,1,secundario,telefono,1898,1,3,comerciante,1,1,1088385.34,98292.72,37078.54,2,9068901.17,129320.73,48,41,0,7,0.854,10199.21,1,2726114.46,1537,1,0,1,0,0,0,0,21553.45,0.034,0.09,Salud,1
589,43,0,Corrientes,1,secundario,telefono,506,0,4,empleado,1,0,631899.17,101550.79,73913.83,1,3270415.38,185373.4,6,5,0,1,0.833,13804.89,1,847120.8,9,1,0,0,0,0,0,0,15447.78,0.117,0.161,Salud,1
590,52,0,Tucuman,1,universitario,whatsapp,753,1,3,autonomo,1,0,1304118.07,35921.52,165409.22,1,2177733.81,135257.08,24,14,4,6,0.583,8271.34,0,0.0,9999,0,0,0,1,0,0,0,11271.42,0.127,0.028,Accidentes,1
591,78,1,Cordoba,1,secundario,email,698,2,2,jubilado,1,1,576746.85,45799.9,11251.76,2,11781713.66,147296.79,32,28,0,4,0.875,9929.62,1,4403229.99,106,1,1,0,0,0,0,0,24549.47,0.02,0.079,Salud,0
592,38,1,La Pampa,1,terciario,whatsapp,1652,2,4,empleado,1,1,541391.99,59133.3,20017.12,1,6742803.91,164262.33,24,21,0,3,0.875,13114.33,0,0.0,9999,1,0,0,0,0,0,0,13688.53,0.037,0.109,Hogar,1
593,63,0,Mendoza,1,secundario,email,1872,2,4,empleado,1,0,874519.27,79962.26,50966.75,2,6962795.19,160481.12,48,37,0,11,0.771,12159.5,1,2637477.94,1631,1,1,0,0,0,0,0,26746.85,0.058,0.091,Vida,1
594,59,0,La Pampa,1,terciario,email,846,2,4,autonomo,1,0,774892.42,23759.89,0.0,2,8471429.96,138871.17,44,30,4,10,0.682,9358.35,0,0.0,9999,1,1,0,0,0,0,0,23145.2,0.0,0.031,Accidentes,1
595,80,1,Salta,1,primario,telefono,1177,2,3,jubilado,0,0,628268.91,96729.04,3269.87,2,6281713.78,129820.36,48,44,0,4,0.917,10418.98,1,1718246.32,587,1,1,0,0,0,0,0,21636.73,0.005,0.154,Mascotas,1
596,59,1,Neuquen,1,primario,email,1097,2,3,empleado,1,0,993262.0,14529.87,141017.02,2,6231535.09,128007.04,48,26,9,13,0.542,7227.09,1,1875694.83,909,1,1,0,0,0,0,0,21334.51,0.142,0.015,Salud,1
597,51,0,Cordoba,1,secundario,whatsapp,124,2,1,empleado,1,1,811331.68,70210.71,120922.14,1,7542571.05,208379.84,1,0,1,0,0.0,0.0,0,0.0,9999,1,0,0,0,0,0,0,17364.99,0.149,0.087,Salud,0
598,26,1,Neuquen,0,terciario,telefono,407,0,4,autonomo,0,0,1183006.61,186583.54,217660.25,2,8978613.32,116397.94,6,4,1,1,0.667,5288.79,0,0.0,9999,1,0,1,0,0,0,0,19399.66,0.184,0.158,Riesgos,1
599,85,0,Rio Negro,1,sin_estudios,whatsapp,1801,0,4,jubilado,0,1,351623.65,36319.76,55789.21,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.159,0.103,Ninguno,0
600,44,1,CABA,1,terciario,email,773,2,2,comerciante,1,1,1134096.6,134588.77,105165.32,2,2887685.04,104096.13,37,28,0,9,0.757,9369.07,2,291012.57,263,1,0,0,0,1,0,0,17349.35,0.093,0.119,Hogar,0
601,35,0,San Luis,0,universitario,telefono,534,2,1,empleado,0,0,711119.36,136327.51,110721.27,2,7309013.78,117048.58,24,19,0,5,0.792,8754.19,0,0.0,9999,0,1,0,1,0,0,0,19508.1,0.156,0.192,Vida,0
602,63,0,Santa Fe,1,secundario,email,1730,1,4,empleado,1,1,915583.19,194934.46,198097.75,1,7809156.17,199594.56,24,21,0,3,0.875,15595.5,0,0.0,9999,1,0,0,0,0,0,0,16632.88,0.216,0.213,Salud,0
603,47,1,Chubut,1,secundario,whatsapp,375,0,1,empleado,0,1,1140606.88,119925.62,248873.7,2,4050788.46,109404.57,15,5,3,7,0.333,3860.55,0,0.0,9999,1,0,0,0,1,0,0,18234.1,0.218,0.105,Hogar,1
604,71,1,Cordoba,1,primario,email,1747,3,3,jubilado,1,1,531141.66,66642.75,1547.26,2,9931328.93,126977.78,48,45,0,3,0.938,10380.37,0,0.0,9999,1,1,0,0,0,0,0,21162.96,0.003,0.125,Salud,1
605,21,1,Rio Negro,1,primario,email,146,0,3,empleado,1,1,519947.83,58592.77,119381.28,1,6577493.81,164647.24,1,1,0,0,1.0,13464.24,0,0.0,9999,1,0,0,0,0,0,0,13720.6,0.23,0.113,Salud,1
606,74,0,Mendoza,1,secundario,telefono,32,1,2,empleado,1,1,966863.41,88334.44,65613.74,1,6009912.74,205806.35,1,1,0,0,1.0,16874.05,0,0.0,9999,1,0,0,0,0,0,0,17150.53,0.068,0.091,Salud,0
607,30,0,Rio Negro,1,secundario,email,1186,2,3,empleado,1,0,418865.54,25611.39,33695.62,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.08,0.061,Salud,0
608,22,1,La Pampa,1,secundario,telefono,226,0,1,estudiante,0,1,79478.48,8914.91,18.94,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,9999,0,0,0,0,0,0,0,0.0,0.0,0.112,Ninguno,0
609,45,1,Neuquen,1,universitario,email,1106,1,4,profesional,1,0,3856603.78,568236.15,939501.89,3,4101493.24,73334.52,72,60,0,12,0.833,5731.42,2,420945.9,618,0,0,1,1,0,1,0,18333.63,0.244,0.147,Accidentes,1
610,76,1,Neuquen,0,secundario,whatsapp,522,0,5,jubilado,1,0,216152.74,28967.34,8918.5,1,1938858.79,63759.56,15,12,0,3,0.8,4824.17,0,0.0,9999,1,0,0,0,0,0,0,5313.3,0.041,0.134,Hogar,0
611,46,1,Misiones,0,terciario,telefono,843,3,3,autonomo,1,1,1225232.27,70268.96,0.0,3,10988948.05,103723.56,67,45,5,17,0.672,6939.13,0,0.0,9999,1,1,1,0,0,0,0,25930.89,0.0,0.057,Riesgos,1
612,37,0,San Luis,1,universitario,whatsapp,1766,3,1,empleado,1,1,584691.02,34962.17,35330.59,2,9577793.91,135501.36,48,30,6,12,0.625,8696.19,0,0.0,9999,1,1,0,0,0,0,0,22583.56,0.06,0.06,Salud,1
