edad,genero,provincia,nivel_educativo,ocupacion,hijos,vivienda_propia,posee_auto,antiguedad_cliente,cantidad_polizas,cantidad_pagos,cuotas_cumplidas,cuotas_impagas,pagos_parciales,ratio_cuotas_cumplidas,monto_promedio_pago,cantidad_siniestros,monto_promedio_siniestro,dias_desde_ultimo_siniestro,tiene_auto,tiene_hogar,tiene_vida,tiene_salud,costo_mensual_total_seguro,suma_asegurada_total,prima_promedio,adquirio,producto_objetivo
21,femenino,Entre Ríos,secundario,autonomo,3,0,0,10,3,8,4,0,0,0.5,12909,0,0,999,0,0,1,0,4023,3241094,4023,0,ninguno
42,masculino,Santa Cruz,secundario,empleado,2,0,0,4,3,9,1,0,0,0.11,13798,1,183819,240,0,0,0,1,2883,4322270,2883,0,ninguno
33,femenino,Santa Fe,terciario,profesional,1,1,1,85,2,10,3,0,0,0.3,30826,0,0,999,0,1,1,1,22048,1358158,22048,1,auto
68,femenino,Mendoza,terciario,desocupado,3,0,0,79,2,19,10,0,0,0.53,15905,0,0,999,0,0,1,1,9706,856778,9706,0,ninguno
57,masculino,Neuquén,universitario,autonomo,0,1,0,59,1,17,9,0,0,0.53,48307,0,0,999,0,1,1,0,14910,3935088,14910,1,salud
44,femenino,San Juan,universitario,empleado,1,0,0,78,0,23,12,0,0,0.52,46075,0,0,999,0,0,1,0,5384,2136675,5384,1,salud
34,femenino,Neuquén,terciario,empleado,0,0,0,2,0,18,1,0,0,0.06,18107,0,0,999,1,0,0,0,0,3164921,4581,0,ninguno
20,masculino,San Luis,primario,autonomo,0,1,1,67,0,20,18,2,1,0.9,20295,0,0,999,1,1,1,0,17324,3953402,17324,0,ninguno
38,masculino,Neuquén,terciario,profesional,3,1,0,50,1,12,3,9,1,0.25,11998,0,0,999,0,1,1,0,14496,873145,14496,0,ninguno
62,femenino,Neuquén,secundario,empleado,1,1,0,17,0,19,16,0,0,0.84,37924,0,0,999,0,1,1,0,15046,4109134,15046,1,salud
40,masculino,Buenos Aires,secundario,autonomo,2,0,1,74,1,9,5,0,0,0.56,24450,0,0,999,1,0,0,0,9360,635513,9360,1,vida
63,masculino,Neuquén,primario,desocupado,0,0,1,31,2,21,17,0,0,0.81,32103,1,156917,692,1,0,1,1,17718,2937245,17718,0,ninguno
34,femenino,Santa Cruz,terciario,desocupado,2,0,0,62,0,11,5,0,0,0.45,20605,2,171462,661,0,0,0,0,3122,2076845,3122,0,ninguno
67,masculino,Jujuy,primario,empleado,2,0,1,25,3,9,4,0,0,0.44,31129,0,0,999,1,0,1,1,16400,4449349,16400,1,hogar
60,masculino,Jujuy,secundario,autonomo,3,0,1,37,3,6,2,4,1,0.33,46410,0,0,999,0,0,0,1,6836,4922747,6836,0,ninguno
40,femenino,Santa Fe,secundario,empleado,0,0,0,15,2,8,7,0,0,0.88,30551,0,0,999,0,0,1,1,5444,1177551,5444,1,hogar
55,masculino,La Pampa,secundario,desocupado,0,0,1,45,3,13,13,0,0,1.0,20479,0,0,999,1,0,0,1,13646,3377668,13646,0,ninguno
41,masculino,Buenos Aires,primario,empleado,3,1,0,73,2,20,3,0,0,0.15,6191,0,0,999,0,1,1,0,21768,2931129,21768,1,auto
37,masculino,Chaco,primario,autonomo,1,0,0,34,1,23,19,0,0,0.83,37920,0,0,999,0,0,1,0,0,876430,5051,1,hogar
21,femenino,Misiones,secundario,profesional,0,1,0,66,0,18,1,0,0,0.06,46205,0,0,999,0,0,1,1,9590,2833728,9590,1,auto
30,femenino,San Luis,terciario,profesional,2,1,0,97,3,12,11,0,0,0.92,14304,0,0,999,0,1,1,0,9537,1399321,9537,1,salud
34,masculino,Catamarca,primario,empleado,2,0,1,90,3,18,11,0,0,0.61,31880,1,132148,61,0,0,1,1,6722,3392970,6722,1,hogar
54,femenino,Salta,terciario,empleado,2,0,0,83,1,10,0,0,0,0.0,34401,0,0,999,0,0,1,1,8868,4178588,8868,1,hogar
38,femenino,Río Negro,secundario,autonomo,2,0,0,41,0,6,2,0,0,0.33,35241,0,0,999,0,0,1,0,5034,1540062,5034,1,salud
39,masculino,Tierra del Fuego,primario,profesional,0,0,1,83,2,8,1,0,0,0.12,41973,0,0,999,1,0,0,0,4660,4406248,4660,1,salud
18,femenino,Jujuy,universitario,profesional,0,0,1,4,2,22,1,0,0,0.05,42586,0,0,999,1,0,1,0,6666,1869338,6666,0,ninguno
44,femenino,Entre Ríos,primario,autonomo,0,0,0,6,2,7,6,0,0,0.86,12036,0,0,999,1,0,0,0,0,1633243,6677,0,ninguno
23,femenino,Mendoza,universitario,empleado,3,0,1,49,2,15,4,11,1,0.27,10820,0,0,999,1,0,0,1,10834,2555397,10834,0,ninguno
63,femenino,Córdoba,universitario,autonomo,0,0,1,79,0,23,11,0,0,0.48,35806,0,0,999,0,0,0,1,3368,3399529,3368,1,vida
58,femenino,Santiago del Estero,primario,profesional,0,1,0,13,3,8,2,6,1,0.25,22866,0,0,999,0,1,0,0,6631,1578562,6631,0,ninguno
20,femenino,Corrientes,secundario,empleado,0,0,1,3,1,18,9,0,0,0.5,16218,1,54722,289,0,0,0,1,8782,4998448,8782,0,ninguno
36,masculino,Neuquén,terciario,profesional,3,1,1,93,0,6,0,0,0,0.0,13927,0,0,999,1,1,1,0,21352,2542823,21352,1,salud
53,femenino,Catamarca,universitario,empleado,0,1,1,97,0,11,4,0,0,0.36,27778,2,127481,690,1,0,1,0,13564,772196,13564,0,ninguno
56,masculino,Buenos Aires,secundario,autonomo,3,0,0,93,2,16,7,0,0,0.44,49732,0,0,999,0,0,0,1,2466,2070006,2466,1,vida
40,femenino,Misiones,universitario,autonomo,2,1,0,97,0,12,6,0,0,0.5,39650,0,0,999,0,0,0,0,7585,3911031,7585,1,vida
28,masculino,Mendoza,primario,autonomo,1,0,1,66,3,8,6,0,0,0.75,6378,0,0,999,1,0,1,0,15300,3428785,15300,1,hogar
46,femenino,Río Negro,terciario,autonomo,0,0,1,38,3,18,13,5,0,0.72,15858,0,0,999,1,0,1,0,6834,4659962,6834,0,ninguno
42,femenino,Jujuy,secundario,autonomo,0,1,1,80,2,21,12,0,0,0.57,38357,1,38268,809,1,0,0,0,7399,3836460,7399,1,salud
25,femenino,Entre Ríos,universitario,desocupado,0,0,1,60,3,17,4,0,0,0.24,26606,0,0,999,1,0,0,1,8628,4883711,8628,0,ninguno
57,masculino,Tucumán,secundario,profesional,3,0,1,65,2,10,1,0,0,0.1,31379,0,0,999,1,0,0,1,10779,4307678,10779,1,vida
51,femenino,Entre Ríos,secundario,empleado,0,1,1,15,3,21,18,0,0,0.86,23312,1,57500,188,1,0,1,1,27468,644375,27468,1,hogar
45,femenino,Chaco,terciario,autonomo,1,0,1,15,1,21,13,8,0,0.62,27065,2,110933,416,1,0,1,0,9558,4995181,9558,0,ninguno
21,masculino,Salta,secundario,autonomo,0,0,1,56,1,6,6,0,0,1.0,46382,0,0,999,0,0,1,1,18981,3212510,18981,1,hogar
63,masculino,Jujuy,universitario,profesional,3,1,1,49,1,8,1,0,0,0.12,16049,0,0,999,1,1,1,0,25088,724062,25088,1,salud
45,masculino,San Luis,primario,profesional,0,1,0,96,0,15,11,0,0,0.73,38065,0,0,999,0,0,1,0,2844,4728087,2844,1,hogar
47,femenino,Santa Fe,terciario,autonomo,1,1,1,99,1,21,5,0,0,0.24,7882,0,0,999,0,1,1,0,7106,1115995,7106,1,salud
41,masculino,San Luis,universitario,profesional,2,1,0,32,2,11,7,0,0,0.64,38660,0,0,999,0,0,1,1,13128,2175843,13128,1,auto
30,femenino,Córdoba,primario,autonomo,0,0,0,56,3,20,2,0,0,0.1,25567,2,100903,486,0,0,1,1,12620,741324,12620,0,ninguno
66,femenino,Río Negro,secundario,autonomo,3,1,1,55,0,9,9,0,0,1.0,17118,0,0,999,1,0,1,0,15465,2378166,15465,1,salud
60,femenino,Chubut,universitario,empleado,2,1,0,94,0,17,2,15,0,0.12,8526,0,0,999,0,1,0,0,3622,3675261,3622,0,ninguno
38,femenino,San Juan,terciario,empleado,1,0,0,114,0,23,4,19,0,0.17,5671,0,0,999,0,0,1,0,5042,1471248,5042,0,ninguno
62,masculino,Mendoza,primario,profesional,1,1,0,107,3,13,0,0,0,0.0,31204,0,0,999,0,1,1,0,20556,4253206,20556,1,auto
64,masculino,Tierra del Fuego,terciario,empleado,3,0,1,37,3,18,0,0,0,0.0,37800,0,0,999,1,0,0,0,6373,2367540,6373,1,vida
20,femenino,Santa Cruz,terciario,autonomo,2,0,0,118,2,12,11,0,0,0.92,14496,0,0,999,0,0,1,0,7230,3471783,7230,1,salud
34,femenino,Tucumán,universitario,profesional,3,0,1,78,0,11,2,0,0,0.18,11509,0,0,999,1,0,1,1,6213,1790894,6213,1,hogar
44,femenino,Chubut,secundario,autonomo,2,1,0,91,1,6,5,0,0,0.83,9257,0,0,999,0,1,0,1,11946,1067476,11946,1,vida
48,femenino,Río Negro,primario,autonomo,1,1,0,105,2,21,9,12,0,0.43,18503,0,0,999,0,0,0,1,5508,3146785,5508,0,ninguno
21,masculino,Corrientes,primario,desocupado,0,0,0,65,2,15,1,0,0,0.07,13108,0,0,999,0,0,1,1,10502,4061379,10502,0,ninguno
67,masculino,Mendoza,universitario,profesional,0,0,0,107,1,12,1,0,0,0.08,12463,0,0,999,1,0,0,0,0,3385364,3531,1,salud
63,femenino,Córdoba,universitario,autonomo,0,0,1,79,0,23,11,0,0,0.48,35806,0,0,999,0,0,0,1,3368,3399529,3368,1,vida
63,femenino,Mendoza,secundario,autonomo,2,1,0,93,2,10,10,0,0,1.0,42790,0,0,999,0,1,0,0,3653,2403046,3653,1,vida
19,masculino,San Luis,universitario,profesional,3,0,0,75,0,11,10,0,0,0.91,32923,1,184796,808,0,0,1,0,6228,604927,6228,1,auto
33,masculino,Santiago del Estero,universitario,profesional,1,0,0,25,3,16,6,0,0,0.38,36385,0,0,999,0,0,1,0,10832,3658546,10832,1,auto
32,masculino,Mendoza,universitario,autonomo,0,0,0,93,2,15,11,0,0,0.73,46973,2,89521,857,0,0,1,0,6899,736824,6899,0,ninguno
40,masculino,Chubut,secundario,autonomo,0,1,1,107,1,23,20,0,0,0.87,13989,1,190534,675,0,0,1,0,3711,3679888,3711,1,salud
57,masculino,Tierra del Fuego,secundario,autonomo,1,0,1,67,2,15,3,0,0,0.2,36533,0,0,999,0,0,0,0,5914,834267,5914,1,vida
58,femenino,Santa Cruz,universitario,desocupado,2,1,1,96,3,20,18,0,0,0.9,17046,0,0,999,0,0,1,0,3830,1421594,3830,0,ninguno
25,masculino,Buenos Aires,secundario,autonomo,1,1,0,111,0,8,2,0,0,0.25,29160,0,0,999,0,1,0,0,7383,3194946,7383,1,vida
25,femenino,Santa Fe,universitario,desocupado,0,1,1,101,1,14,13,0,0,0.93,49997,0,0,999,1,1,0,1,30808,2040710,30808,0,ninguno
44,masculino,Santiago del Estero,primario,profesional,1,0,1,95,2,17,12,5,1,0.71,8754,0,0,999,1,0,0,0,6752,2853847,6752,0,ninguno
29,masculino,Catamarca,secundario,autonomo,2,1,0,17,0,23,14,0,0,0.61,10664,0,0,999,0,1,1,0,23802,4388832,23802,1,auto
41,masculino,San Juan,secundario,empleado,3,0,0,36,3,23,2,0,0,0.09,26699,0,0,999,0,0,1,0,0,3774199,7327,1,auto
65,femenino,Río Negro,terciario,profesional,3,0,1,81,1,12,3,9,1,0.25,10983,0,0,999,1,0,0,0,4129,2788421,4129,0,ninguno
20,femenino,San Juan,terciario,profesional,3,0,1,74,0,6,3,0,0,0.5,25202,1,123235,677,0,0,1,0,13100,1274456,13100,1,hogar
40,femenino,Jujuy,primario,desocupado,2,0,0,96,3,20,0,0,0,0.0,27520,0,0,999,0,0,0,0,4346,4846657,4346,0,ninguno
31,masculino,San Juan,secundario,desocupado,1,0,0,108,3,20,9,0,0,0.45,11718,0,0,999,0,0,0,1,7590,876924,7590,0,ninguno
20,femenino,Mendoza,terciario,empleado,3,0,1,68,0,23,9,0,0,0.39,7311,0,0,999,1,0,1,0,11284,3959633,11284,1,hogar
30,masculino,Tucumán,terciario,empleado,0,0,1,71,3,10,1,9,1,0.1,5641,0,0,999,1,0,0,0,5627,4750050,5627,0,ninguno
34,masculino,Santiago del Estero,terciario,profesional,3,0,0,43,1,9,0,0,0,0.0,15310,0,0,999,0,0,1,0,6552,4528604,6552,1,auto
62,masculino,Santa Cruz,terciario,desocupado,2,1,1,45,2,16,4,0,0,0.25,30792,0,0,999,1,0,1,1,22479,2080096,22479,0,ninguno
41,masculino,San Luis,universitario,profesional,2,1,0,32,2,11,7,0,0,0.64,38660,0,0,999,0,0,1,1,13128,2175843,13128,1,auto
28,femenino,La Rioja,primario,autonomo,3,0,1,9,1,7,7,0,0,1.0,15846,0,0,999,1,0,1,1,16620,4019065,16620,0,ninguno
48,femenino,Corrientes,universitario,profesional,2,0,0,8,0,15,5,0,0,0.33,35831,0,0,999,0,0,1,1,13034,1444339,13034,0,ninguno
38,femenino,La Rioja,universitario,autonomo,3,1,1,28,0,22,4,18,1,0.18,31485,0,0,999,1,1,1,1,25810,1288140,25810,0,ninguno
34,femenino,Chaco,primario,autonomo,0,1,0,62,3,21,21,0,0,1.0,5698,0,0,999,0,1,0,1,15462,4598502,15462,1,auto
66,masculino,Córdoba,universitario,autonomo,1,1,0,30,3,12,9,0,0,0.75,45228,0,0,999,0,0,0,1,4686,1223879,4686,1,vida
62,masculino,Santa Fe,primario,autonomo,2,1,1,16,1,10,7,0,0,0.7,49477,0,0,999,0,0,1,0,14698,1031562,14698,1,salud
42,femenino,Tierra del Fuego,secundario,autonomo,1,0,0,75,2,17,9,0,0,0.53,34734,0,0,999,0,0,1,1,11308,2030814,11308,1,hogar
32,femenino,La Pampa,terciario,desocupado,1,0,1,71,1,16,7,9,1,0.44,41519,0,0,999,1,0,0,1,12093,2404400,12093,0,ninguno
52,masculino,Entre Ríos,universitario,empleado,3,0,1,89,2,23,13,0,0,0.57,16969,0,0,999,1,0,0,1,11582,1860828,11582,1,vida
48,femenino,Corrientes,universitario,empleado,3,0,0,64,2,21,12,0,0,0.57,34411,0,0,999,0,0,1,1,9618,3548593,9618,1,hogar
58,femenino,Buenos Aires,secundario,autonomo,1,1,0,17,0,15,5,0,0,0.33,43596,0,0,999,0,0,1,1,7239,4585572,7239,1,auto
67,masculino,Neuquén,primario,profesional,0,1,0,57,2,20,10,0,0,0.5,8249,0,0,999,0,1,0,1,22239,4706419,22239,1,auto
62,femenino,Neuquén,secundario,empleado,1,1,0,17,0,19,16,0,0,0.84,37924,0,0,999,0,1,1,0,15046,4109134,15046,1,salud
22,femenino,Jujuy,terciario,profesional,0,0,1,86,3,12,6,0,0,0.5,41163,0,0,999,1,0,1,0,12540,2878772,12540,1,hogar
35,masculino,San Juan,universitario,autonomo,0,0,0,50,1,7,1,0,0,0.14,15141,1,107154,680,0,0,0,0,3577,4202085,3577,1,salud
67,masculino,Jujuy,primario,empleado,2,0,1,25,3,9,4,0,0,0.44,31129,0,0,999,1,0,1,1,16400,4449349,16400,1,hogar
28,femenino,Mendoza,universitario,profesional,3,1,1,86,0,18,2,0,0,0.11,22499,1,169332,253,0,1,0,0,4680,609446,4680,1,vida
49,masculino,La Rioja,terciario,desocupado,3,0,1,6,3,11,0,0,0,0.0,42705,0,0,999,1,0,0,1,12303,4248529,12303,0,ninguno
55,femenino,La Pampa,universitario,empleado,2,0,1,51,2,18,12,0,0,0.67,29944,0,0,999,1,0,1,0,7044,3781401,7044,1,salud
51,masculino,San Juan,universitario,autonomo,3,1,1,109,0,13,10,0,0,0.77,7787,0,0,999,1,1,0,0,13256,2127376,13256,1,vida
53,femenino,Tierra del Fuego,terciario,autonomo,1,0,1,101,0,15,11,0,0,0.73,41284,0,0,999,1,0,1,0,6159,3138439,6159,1,salud
41,femenino,Chubut,primario,profesional,3,0,1,29,0,18,7,0,0,0.39,18582,0,0,999,0,0,1,0,14470,983843,14470,1,hogar
50,femenino,Corrientes,primario,autonomo,1,0,0,50,3,14,2,0,0,0.14,26205,0,0,999,0,0,1,0,6946,1888509,6946,1,hogar
57,femenino,Formosa,terciario,empleado,1,1,0,109,2,12,3,0,0,0.25,22038,1,47397,773,0,1,1,0,10800,4199618,10800,1,salud
19,masculino,Tierra del Fuego,terciario,autonomo,2,1,1,38,3,15,8,0,0,0.53,40719,0,0,999,1,0,0,1,19497,1764123,19497,1,vida
54,femenino,Corrientes,universitario,empleado,3,0,0,62,1,23,11,0,0,0.48,22594,1,30046,277,0,0,1,0,4774,2444353,4774,1,salud
45,femenino,Río Negro,universitario,desocupado,3,1,1,103,3,15,13,0,0,0.87,16085,1,89517,683,0,1,1,0,14494,1962603,14494,0,ninguno
22,femenino,Chubut,universitario,autonomo,2,1,0,83,0,6,6,0,0,1.0,22978,0,0,999,0,1,1,1,15808,4580570,15808,1,auto
32,masculino,Misiones,primario,empleado,1,1,0,51,2,15,12,0,0,0.8,34369,0,0,999,0,1,1,0,8118,2218303,8118,1,salud
49,femenino,Córdoba,universitario,empleado,3,1,1,52,3,17,0,0,0,0.0,36376,0,0,999,1,1,1,0,16472,3299888,16472,1,salud
53,femenino,Tierra del Fuego,secundario,profesional,1,1,0,75,0,20,10,0,0,0.5,17991,0,0,999,0,0,1,0,5825,1972178,5825,1,hogar
44,masculino,Entre Ríos,primario,autonomo,3,0,1,101,1,7,3,0,0,0.43,37021,0,0,999,0,0,1,1,15476,1583685,15476,1,hogar
30,femenino,Santa Cruz,universitario,profesional,2,1,0,44,3,13,1,0,0,0.08,36602,0,0,999,0,0,1,0,14886,2205080,14886,1,salud
45,masculino,Mendoza,primario,profesional,1,0,0,94,0,12,9,0,0,0.75,27484,0,0,999,0,0,1,0,13538,2505534,13538,1,salud
33,femenino,Chubut,primario,empleado,2,0,1,90,1,19,14,0,0,0.74,30008,0,0,999,1,0,1,0,7200,1182986,7200,1,salud
40,masculino,Mendoza,secundario,profesional,1,0,1,118,1,10,10,0,0,1.0,14187,0,0,999,1,0,1,1,31560,3518967,31560,1,hogar
66,masculino,Entre Ríos,terciario,empleado,2,1,1,27,0,12,0,12,0,0.0,32609,0,0,999,1,1,0,0,14910,1999202,14910,0,ninguno
38,masculino,Santiago del Estero,primario,autonomo,1,0,1,47,2,21,12,0,0,0.57,20775,0,0,999,1,0,0,1,11518,3541658,11518,1,vida
58,femenino,Río Negro,secundario,autonomo,1,0,1,76,3,13,1,0,0,0.08,8389,0,0,999,1,0,1,1,18618,2097690,18618,1,hogar
64,masculino,Tucumán,terciario,desocupado,3,1,1,9,3,23,22,0,0,0.96,15929,0,0,999,1,1,0,0,9027,4526352,9027,0,ninguno
41,femenino,Catamarca,primario,empleado,0,0,0,13,2,17,12,0,0,0.71,14371,0,0,999,0,0,0,1,6177,2589884,6177,1,auto
20,femenino,San Luis,terciario,desocupado,0,0,1,22,1,16,9,0,0,0.56,34508,0,0,999,1,0,0,0,0,2794135,6398,0,ninguno
57,femenino,La Rioja,secundario,desocupado,2,1,1,17,0,6,3,0,0,0.5,36885,0,0,999,1,0,1,1,15342,2020770,15342,0,ninguno
57,masculino,Neuquén,universitario,autonomo,0,1,0,59,1,17,9,0,0,0.53,48307,0,0,999,0,1,1,0,14910,3935088,14910,1,salud
62,masculino,Santa Fe,secundario,empleado,2,0,0,46,3,10,3,0,0,0.3,43889,0,0,999,0,0,1,1,19227,1571984,19227,1,auto
40,femenino,San Juan,terciario,profesional,3,1,1,93,3,21,14,7,0,0.67,15220,0,0,999,1,0,1,0,16896,4966958,16896,0,ninguno
27,femenino,San Juan,terciario,desocupado,3,1,0,77,0,19,17,0,0,0.89,5654,0,0,999,0,0,1,1,11394,3224903,11394,0,ninguno
53,masculino,La Rioja,secundario,empleado,1,0,0,101,2,20,7,0,0,0.35,18395,1,36715,387,0,0,1,0,9404,1872070,9404,1,salud
35,masculino,Río Negro,terciario,empleado,1,1,0,20,1,15,8,0,0,0.53,13984,0,0,999,0,0,1,0,0,4288963,2094,1,salud
59,masculino,Formosa,primario,profesional,0,1,0,31,1,19,11,0,0,0.58,7335,0,0,999,0,0,1,1,7500,3869011,7500,1,hogar
19,femenino,Chaco,secundario,profesional,3,0,0,91,0,10,10,0,0,1.0,27102,0,0,999,0,0,1,1,8468,943604,8468,1,auto
53,femenino,Corrientes,terciario,profesional,2,1,0,61,3,11,10,0,0,0.91,15335,0,0,999,0,0,1,0,14510,1559288,14510,1,hogar
56,femenino,Santa Cruz,secundario,profesional,3,0,1,49,3,18,3,0,0,0.17,49825,1,64254,347,1,0,1,0,18783,2222199,18783,1,salud
58,masculino,Mendoza,secundario,empleado,2,0,0,116,1,19,10,0,0,0.53,25422,0,0,999,0,0,1,1,14664,3898499,14664,1,auto
42,femenino,San Luis,universitario,autonomo,3,1,1,46,0,18,9,0,0,0.5,43985,0,0,999,0,0,1,1,20052,4230864,20052,1,hogar
42,masculino,La Pampa,universitario,empleado,3,1,1,71,1,20,11,0,0,0.55,8712,0,0,999,0,1,1,1,25212,643492,25212,1,auto
41,femenino,Corrientes,universitario,autonomo,1,1,0,35,0,22,6,0,0,0.27,21652,0,0,999,0,1,1,1,22332,1913209,22332,1,auto
63,masculino,Jujuy,universitario,profesional,3,1,1,49,1,8,1,0,0,0.12,16049,0,0,999,1,1,1,0,25088,724062,25088,1,salud
53,masculino,San Luis,secundario,empleado,2,0,0,86,1,20,7,13,1,0.35,20728,0,0,999,0,0,0,1,4472,1072735,4472,0,ninguno
58,femenino,San Luis,secundario,profesional,2,0,1,66,3,7,6,0,0,0.86,28031,2,178404,244,1,0,1,0,7892,2265207,7892,0,ninguno
65,masculino,San Juan,primario,desocupado,2,1,1,28,0,23,19,0,0,0.83,45309,1,198625,811,1,1,0,1,18198,4688004,18198,0,ninguno
38,femenino,Tucumán,secundario,empleado,3,0,0,112,3,9,9,0,0,1.0,15492,0,0,999,0,0,1,0,15114,2344053,15114,1,salud
39,femenino,Formosa,universitario,empleado,1,0,0,113,0,9,4,0,0,0.44,47443,0,0,999,0,0,1,1,21417,635024,21417,1,auto
49,masculino,Formosa,primario,profesional,0,0,1,66,2,16,4,0,0,0.25,7248,0,0,999,1,0,1,0,9668,1285334,9668,1,hogar
21,masculino,Salta,secundario,autonomo,0,0,1,56,1,6,6,0,0,1.0,46382,0,0,999,0,0,1,1,18981,3212510,18981,1,hogar
26,femenino,Neuquén,terciario,desocupado,1,1,1,51,0,19,7,0,0,0.37,8368,1,164790,778,1,0,1,0,14583,2502324,14583,0,ninguno
64,masculino,Santa Cruz,secundario,profesional,3,0,0,118,0,16,6,0,0,0.38,21859,0,0,999,0,0,1,1,6414,2118963,6414,1,auto
36,femenino,Buenos Aires,secundario,empleado,2,1,0,38,1,20,14,0,0,0.7,25396,0,0,999,0,0,1,0,5690,1112404,5690,1,salud
19,masculino,San Luis,universitario,profesional,3,0,0,75,0,11,10,0,0,0.91,32923,1,184796,808,0,0,1,0,6228,604927,6228,1,auto
44,femenino,San Juan,universitario,empleado,1,0,0,78,0,23,12,0,0,0.52,46075,0,0,999,0,0,1,0,5384,2136675,5384,1,salud
38,femenino,San Luis,universitario,profesional,3,1,0,76,1,14,7,0,0,0.5,20906,0,0,999,0,0,1,1,12304,2326525,12304,1,hogar
65,femenino,Corrientes,universitario,autonomo,2,0,1,70,1,12,7,0,0,0.58,7415,0,0,999,1,0,1,0,14434,2815323,14434,1,salud
51,masculino,San Juan,universitario,autonomo,3,1,1,109,0,13,10,0,0,0.77,7787,0,0,999,1,1,0,0,13256,2127376,13256,1,vida
67,masculino,Buenos Aires,terciario,empleado,1,0,0,47,1,23,8,0,0,0.35,21772,0,0,999,0,0,1,0,5332,1177578,5332,1,auto
63,masculino,Jujuy,universitario,profesional,3,1,1,49,1,8,1,0,0,0.12,16049,0,0,999,1,1,1,0,25088,724062,25088,1,salud
48,masculino,Tucumán,secundario,autonomo,2,0,1,95,0,7,2,0,0,0.29,6161,0,0,999,0,0,1,0,8726,3553407,8726,1,auto
69,femenino,San Juan,terciario,autonomo,2,0,0,53,0,16,7,0,0,0.44,7035,0,0,999,0,0,1,1,5714,3174415,5714,1,auto
30,masculino,La Pampa,secundario,autonomo,0,1,0,102,0,19,16,0,0,0.84,22543,0,0,999,0,0,1,0,6987,4666233,6987,1,auto
24,femenino,Santiago del Estero,secundario,desocupado,3,1,1,50,1,6,0,0,0,0.0,10867,0,0,999,0,0,0,1,2929,4695843,2929,0,ninguno
33,femenino,Mendoza,universitario,empleado,0,0,0,9,0,22,12,0,0,0.55,38172,0,0,999,0,0,1,1,14632,511017,14632,0,ninguno
50,masculino,Salta,secundario,empleado,0,1,1,69,1,10,9,0,0,0.9,37422,0,0,999,1,1,0,0,6544,1477987,6544,1,salud
53,masculino,Santiago del Estero,secundario,autonomo,0,0,0,37,3,14,9,0,0,0.64,48923,1,22395,59,0,0,0,1,14984,1447226,14984,1,hogar
33,femenino,Corrientes,primario,profesional,0,0,1,42,3,7,6,0,0,0.86,5545,0,0,999,0,0,1,0,13708,4577151,13708,1,auto
68,femenino,Misiones,universitario,desocupado,3,0,0,50,0,7,0,0,0,0.0,9979,0,0,999,0,0,1,0,0,1627360,2419,0,ninguno
66,masculino,Misiones,secundario,empleado,3,0,0,32,2,9,3,0,0,0.33,35933,0,0,999,0,0,0,1,9582,4266484,9582,1,vida
24,femenino,Mendoza,secundario,profesional,0,1,0,50,3,18,14,0,0,0.78,25566,0,0,999,0,0,0,1,4588,2626869,4588,1,auto
33,femenino,Misiones,secundario,autonomo,3,0,0,97,3,9,6,3,1,0.67,28312,0,0,999,0,0,1,1,10209,4146259,10209,0,ninguno
39,femenino,Córdoba,universitario,desocupado,3,1,1,70,3,18,3,0,0,0.17,12189,0,0,999,1,0,1,0,9790,1679580,9790,0,ninguno
62,femenino,Santa Cruz,universitario,profesional,2,0,1,78,2,14,10,0,0,0.71,18947,1,136219,796,1,0,1,1,14970,3177747,14970,1,hogar
20,masculino,La Pampa,universitario,profesional,2,0,0,63,0,14,5,0,0,0.36,29914,0,0,999,0,0,1,1,16746,3185293,16746,1,auto
64,masculino,Mendoza,secundario,autonomo,1,1,1,75,3,13,3,0,0,0.23,33314,0,0,999,1,0,1,1,11476,4009163,11476,1,hogar
33,masculino,Corrientes,primario,autonomo,3,0,0,110,2,11,5,0,0,0.45,46115,0,0,999,0,0,1,0,3812,973006,3812,1,salud
35,femenino,Río Negro,terciario,empleado,0,1,0,70,2,9,4,0,0,0.44,43585,0,0,999,0,1,1,1,6759,1032358,6759,1,auto
61,femenino,Río Negro,terciario,profesional,3,1,0,57,2,9,4,0,0,0.44,20261,0,0,999,0,0,1,0,6713,4524733,6713,1,salud
26,femenino,Tucumán,universitario,desocupado,1,1,0,83,3,20,6,0,0,0.3,23895,0,0,999,0,0,1,0,6992,1024658,6992,0,ninguno
65,femenino,Mendoza,terciario,autonomo,2,1,1,39,0,11,7,0,0,0.64,32751,0,0,999,0,1,1,0,13131,3417199,13131,1,salud
26,masculino,San Juan,universitario,autonomo,3,0,0,17,0,16,7,0,0,0.44,18350,0,0,999,0,0,1,1,16707,3024388,16707,1,auto
45,masculino,San Juan,terciario,autonomo,0,1,1,110,1,19,4,0,0,0.21,45724,0,0,999,1,0,0,0,0,3604379,6374,1,salud
49,masculino,Formosa,primario,profesional,0,0,1,66,2,16,4,0,0,0.25,7248,0,0,999,1,0,1,0,9668,1285334,9668,1,hogar
28,femenino,Chaco,terciario,desocupado,0,0,0,65,0,10,3,0,0,0.3,13128,0,0,999,0,0,1,0,9026,2670856,9026,0,ninguno
63,femenino,Chubut,terciario,desocupado,0,0,1,1,3,17,11,0,0,0.65,17743,0,0,999,1,0,1,0,9396,2575915,9396,0,ninguno
