edad,genero,hijos,vivienda_propia,posee_auto,antiguedad_cliente,cantidad_polizas,cuotas_impagas,costo_mensual_total_seguro,suma_asegurada_total,prima_promedio,tiene_auto,tiene_hogar,tiene_vida,tiene_salud,cantidad_siniestros,monto_promedio_siniestros,dias_desde_ultimo_siniestro,ocupacion,estado_civil,adquirio,producto_objetivo,provincia
32,femenino,2,0,0,1,2.0,1,350541.0,42938129.0,175270.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Buenos Aires
28,femenino,2,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,autónomo,soltero,0,ninguno,Buenos Aires
28,femenino,0,1,1,19,1.0,0,74599.0,4326742.0,74599.0,1,0,0,0,0,0,999,empleado,casado,1,hogar,Buenos Aires
19,masculino,0,1,1,2,1.0,1,374029.0,39647074.0,374029.0,0,1,0,0,1,0,730,estudiante,soltero,0,ninguno,Resto
65,femenino,0,0,0,93,1.0,0,61779.0,4571646.0,61779.0,1,0,0,0,0,0,999,jubilado,soltero,1,salud,Buenos Aires
19,masculino,0,0,0,12,2.0,0,445075.0,41732166.0,222537.5,0,1,0,1,0,0,999,estudiante,soltero,1,vida,Buenos Aires
40,femenino,2,1,1,97,1.0,0,176526.0,9708930.0,176526.0,0,0,0,1,0,0,999,empleado,viudo,1,hogar,Córdoba
31,femenino,3,1,1,95,2.0,2,488728.0,37576640.0,244364.0,0,1,1,0,0,0,999,desempleado,casado,1,salud,Resto
55,masculino,0,1,1,49,1.0,0,289830.0,24055890.0,289830.0,0,0,0,1,0,0,999,empleado,casado,1,hogar,Santa Fe
22,femenino,0,1,1,24,1.0,0,238387.0,17879025.0,238387.0,0,0,0,1,0,0,999,estudiante,soltero,1,auto,Santa Fe
28,femenino,1,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
47,femenino,0,0,0,52,2.0,0,335702.0,39125300.0,167851.0,0,1,1,0,0,0,999,empresario,soltero,1,salud,Resto
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,estudiante,soltero,0,ninguno,Santa Fe
26,masculino,0,1,1,72,2.0,3,462390.0,29787374.0,231195.0,0,0,1,1,2,375366,540,empleado,divorciado,1,hogar,Buenos Aires
19,masculino,0,1,1,2,1.0,1,374029.0,39647074.0,374029.0,0,1,0,0,1,0,730,estudiante,soltero,0,ninguno,Resto
40,masculino,2,0,1,114,1.0,2,96761.0,13836823.0,96761.0,1,0,0,0,1,0,549,autónomo,soltero,1,salud,Santa Fe
42,masculino,3,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,desempleado,casado,0,ninguno,Resto
54,femenino,3,1,1,2,1.0,1,126046.0,11848324.0,126046.0,0,1,0,0,2,0,295,empleado,soltero,0,ninguno,Buenos Aires
18,masculino,0,0,0,4,3.0,0,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,estudiante,soltero,1,vida,Buenos Aires
65,masculino,0,1,1,15,1.0,0,105375.0,9378375.0,105375.0,0,0,0,1,0,0,999,jubilado,divorciado,1,hogar,Resto
56,femenino,1,0,1,8,1.0,0,162993.0,15321342.0,162993.0,0,1,0,0,0,0,999,empleado,casado,1,salud,Resto
46,masculino,2,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empresario,soltero,0,ninguno,Mendoza
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,empleado,casado,0,ninguno,Resto
30,masculino,0,0,0,57,3.0,0,657201.0,75538370.0,219067.0,1,1,0,1,0,0,999,empleado,casado,1,vida,Resto
49,masculino,3,0,1,22,1.0,0,187365.0,21734340.0,187365.0,0,0,1,0,0,0,999,empresario,divorciado,1,salud,Resto
18,masculino,0,0,0,4,3.0,1,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,desempleado,soltero,0,ninguno,Córdoba
43,femenino,0,1,1,54,2.0,0,601980.0,75196287.0,300990.0,0,1,0,1,2,0,600,empleado,casado,1,auto,Santa Fe
28,femenino,0,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,empleado,soltero,0,ninguno,Resto
33,masculino,0,1,0,18,1.0,0,309826.0,18589560.0,309826.0,0,1,0,0,0,0,999,desempleado,casado,1,salud,Resto
28,femenino,1,1,1,4,2.0,1,310607.0,33287610.0,155303.5,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Tucumán
28,femenino,0,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,empleado,soltero,0,ninguno,Resto
30,femenino,3,0,0,5,2.0,1,315063.0,32080194.0,157531.5,1,0,0,1,0,0,999,empleado,casado,0,ninguno,Buenos Aires
22,femenino,0,1,1,24,1.0,0,238387.0,17879025.0,238387.0,0,0,0,1,0,0,999,estudiante,soltero,1,auto,Santa Fe
34,femenino,0,0,1,21,1.0,0,184504.0,23985520.0,184504.0,0,1,0,0,0,0,999,empleado,soltero,1,auto,Tucumán
44,masculino,3,1,1,57,1.0,0,227794.0,16173374.0,227794.0,0,1,0,0,0,0,999,autónomo,viudo,1,salud,Córdoba
58,masculino,0,0,0,62,1.0,0,255896.0,34545960.0,255896.0,0,0,0,1,0,0,999,empleado,soltero,1,vida,Buenos Aires
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,empleado,casado,0,ninguno,Resto
20,femenino,0,0,0,0,1.0,0,214789.0,21049322.0,214789.0,0,0,0,1,0,0,999,estudiante,divorciado,1,vida,Buenos Aires
26,femenino,2,0,1,5,1.0,1,268151.0,14748305.0,268151.0,1,0,0,0,1,0,359,empleado,casado,0,ninguno,Mendoza
28,femenino,0,0,1,96,1.0,0,188408.0,22985776.0,188408.0,0,0,0,1,0,0,999,empleado,viudo,1,auto,Buenos Aires
58,femenino,0,0,0,65,1.0,0,244016.0,18301200.0,244016.0,0,0,0,1,0,0,999,empleado,casado,1,vida,Resto
32,femenino,2,0,0,1,2.0,1,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Mendoza
58,femenino,0,0,0,65,1.0,0,171906.0,23035404.0,171906.0,0,0,0,1,0,0,999,empleado,casado,1,vida,Buenos Aires
46,masculino,2,1,1,3,2.0,0,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empresario,soltero,1,auto,Buenos Aires
42,masculino,1,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,empleado,casado,0,ninguno,Entre Ríos
46,masculino,3,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
34,masculino,1,0,1,2,2.0,1,504150.0,74489120.0,252075.0,0,1,0,1,2,0,366,empleado,divorciado,0,ninguno,Resto
68,femenino,3,1,1,101,1.0,0,190943.0,23676932.0,190943.0,1,0,0,0,0,0,999,jubilado,soltero,1,hogar,Santa Fe
33,masculino,1,0,1,4,3.0,1,769822.0,109955742.0,256607.3333333333,1,0,1,1,0,0,999,empleado,casado,0,ninguno,Resto
19,masculino,0,1,1,2,1.0,1,374029.0,39647074.0,374029.0,0,1,0,0,1,0,730,estudiante,soltero,0,ninguno,Resto
45,femenino,3,0,1,3,2.0,0,692218.0,81738450.0,346109.0,0,1,1,0,0,0,999,empleado,casado,1,auto,Buenos Aires
44,masculino,0,0,1,78,1.0,2,81668.0,10535172.0,81668.0,0,0,0,1,0,0,999,desempleado,soltero,1,auto,Córdoba
33,masculino,2,0,1,4,3.0,0,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,empleado,casado,1,vida,Buenos Aires
33,masculino,0,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,autónomo,casado,0,ninguno,Entre Ríos
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
40,masculino,2,0,1,114,1.0,0,79834.0,8941408.0,79834.0,1,0,0,0,1,0,456,empresario,soltero,1,salud,Resto
46,femenino,3,0,1,86,1.0,0,317729.0,29231068.0,317729.0,0,1,0,0,0,0,999,empleado,soltero,1,salud,Entre Ríos
57,femenino,3,1,1,5,3.0,1,450539.0,58898391.0,150179.66666666666,1,1,1,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
40,masculino,0,1,0,36,1.0,0,251646.0,28435998.0,251646.0,1,0,0,0,0,0,999,empleado,soltero,1,hogar,Resto
38,masculino,0,1,0,60,1.0,0,177985.0,22782080.0,177985.0,1,0,0,0,0,0,999,empleado,casado,1,salud,Neuquén
46,masculino,2,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empresario,soltero,0,ninguno,Mendoza
33,femenino,0,0,1,104,1.0,0,339558.0,46519446.0,339558.0,0,0,1,0,0,0,999,desempleado,casado,1,salud,Buenos Aires
36,femenino,1,1,0,2,2.0,1,192310.0,19174616.0,96155.0,1,0,0,1,0,0,999,empleado,casado,0,ninguno,Buenos Aires
34,masculino,2,1,1,82,1.0,0,119020.0,8807480.0,119020.0,1,0,0,0,0,0,999,empleado,casado,1,hogar,Mendoza
46,masculino,2,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empresario,soltero,0,ninguno,Mendoza
28,femenino,1,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
64,femenino,0,1,0,9,1.0,3,163758.0,19323444.0,163758.0,1,0,0,0,0,0,999,desempleado,soltero,0,ninguno,Resto
59,femenino,0,0,1,15,2.0,0,273792.0,27372064.0,136896.0,0,1,0,1,0,0,999,autónomo,casado,1,auto,Buenos Aires
50,femenino,3,0,0,114,3.0,0,567915.0,41389925.0,189305.0,1,0,1,1,0,0,999,autónomo,casado,1,vida,Resto
45,femenino,3,1,0,67,2.0,3,353717.0,42068587.0,176858.5,1,0,0,1,0,0,999,autónomo,divorciado,1,hogar,Resto
68,femenino,3,1,1,101,1.0,0,190943.0,23676932.0,190943.0,1,0,0,0,0,0,999,jubilado,soltero,1,salud,Córdoba
29,femenino,2,1,1,69,1.0,0,201265.0,11472105.0,201265.0,1,0,0,0,1,0,186,empleado,soltero,1,salud,Resto
29,femenino,3,1,1,69,1.0,0,210955.0,23837915.0,210955.0,1,0,0,0,0,0,999,autónomo,soltero,1,vida,Buenos Aires
28,masculino,2,1,0,17,1.0,0,326951.0,27463884.0,326951.0,0,0,1,0,0,0,999,empleado,soltero,1,salud,Resto
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,desempleado,soltero,0,ninguno,Resto
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
54,femenino,3,1,1,2,1.0,1,126046.0,11848324.0,126046.0,0,1,0,0,2,0,295,empleado,soltero,0,ninguno,Buenos Aires
28,femenino,1,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
29,femenino,1,0,1,5,2.0,1,322613.0,27689504.0,161306.5,1,1,0,0,1,0,314,empleado,divorciado,0,ninguno,Buenos Aires
52,masculino,3,1,0,111,2.0,0,424130.0,61006071.0,212065.0,1,0,1,0,0,0,999,autónomo,soltero,1,hogar,Santa Fe
40,masculino,1,1,1,1,1.0,1,310630.0,20501580.0,310630.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
56,masculino,0,1,1,72,1.0,0,206246.0,30936900.0,206246.0,0,0,0,1,1,731872,88,empresario,divorciado,1,hogar,Entre Ríos
33,masculino,1,0,1,4,3.0,1,769822.0,109955742.0,256607.3333333333,1,0,1,1,0,0,999,empleado,casado,0,ninguno,Resto
29,femenino,1,0,1,5,2.0,1,322613.0,27689504.0,161306.5,1,1,0,0,1,0,314,empleado,divorciado,0,ninguno,Buenos Aires
46,masculino,3,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
50,femenino,0,0,0,114,3.0,0,567915.0,41389925.0,189305.0,1,0,1,1,0,0,999,empleado,casado,1,vida,Resto
29,femenino,2,1,0,4,2.0,0,491124.0,41245452.0,245562.0,0,0,1,1,0,0,999,empleado,casado,1,hogar,Buenos Aires
32,femenino,2,0,0,1,2.0,1,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Mendoza
19,masculino,0,1,1,2,1.0,1,374029.0,39647074.0,374029.0,0,1,0,0,1,0,730,estudiante,soltero,0,ninguno,Resto
25,femenino,0,0,0,60,2.0,0,547442.0,55409753.0,273721.0,0,0,1,1,0,0,999,estudiante,soltero,1,vida,Córdoba
58,femenino,0,0,0,65,1.0,0,127438.0,13890742.0,127438.0,0,0,0,1,0,0,999,empleado,casado,1,vida,Santa Fe
26,femenino,2,0,1,5,1.0,1,134083.0,13408300.0,134083.0,1,0,0,0,1,0,580,empleado,casado,0,ninguno,Córdoba
62,femenino,3,1,0,35,1.0,0,207716.0,10593516.0,207716.0,0,1,0,0,0,0,999,empleado,casado,1,salud,Buenos Aires
25,masculino,0,1,1,60,1.0,0,251246.0,32661980.0,251246.0,0,0,0,1,0,0,999,estudiante,casado,1,auto,Córdoba
51,femenino,3,1,1,76,1.0,0,254392.0,36378056.0,254392.0,0,0,1,0,1,0,518,empleado,casado,1,salud,Resto
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,desempleado,casado,0,ninguno,Córdoba
54,femenino,1,1,1,2,1.0,1,163192.0,23336456.0,163192.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
58,femenino,1,0,1,84,1.0,0,247184.0,19527536.0,247184.0,0,0,0,1,0,0,999,autónomo,soltero,1,auto,Santa Fe
28,femenino,0,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,empleado,soltero,0,ninguno,Resto
31,masculino,2,1,0,44,1.0,1,386027.0,23547647.0,386027.0,0,0,0,0,0,0,999,empleado,casado,1,salud,Resto
19,masculino,0,1,1,2,1.0,1,374029.0,39647074.0,374029.0,0,1,0,0,1,0,730,estudiante,soltero,0,ninguno,Resto
34,masculino,1,0,1,2,2.0,1,504150.0,74489120.0,252075.0,0,1,0,1,2,0,366,empleado,divorciado,0,ninguno,Resto
34,masculino,1,0,1,2,2.0,1,504150.0,74489120.0,252075.0,0,1,0,1,2,0,366,empleado,divorciado,0,ninguno,Resto
50,masculino,3,1,1,19,3.0,0,551162.0,56411098.0,183720.66666666663,1,0,1,1,0,0,999,empleado,casado,1,hogar,Neuquén
26,masculino,0,1,1,39,1.0,0,243677.0,32652718.0,243677.0,1,0,0,0,0,0,999,autónomo,casado,1,hogar,Santa Fe
33,masculino,2,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,desempleado,casado,0,ninguno,Córdoba
45,femenino,3,0,1,3,2.0,0,692218.0,81738450.0,346109.0,0,1,1,0,0,0,999,empleado,casado,1,auto,Buenos Aires
28,femenino,2,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,autónomo,soltero,0,ninguno,Buenos Aires
58,masculino,0,0,0,62,1.0,0,255896.0,34545960.0,255896.0,0,0,0,1,0,0,999,empleado,soltero,1,vida,Buenos Aires
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
26,femenino,0,1,1,62,1.0,0,364486.0,30616824.0,364486.0,0,1,0,0,1,0,481,empleado,casado,1,auto,Buenos Aires
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,desempleado,soltero,0,ninguno,Resto
54,femenino,1,1,1,2,1.0,1,163192.0,23336456.0,163192.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
34,masculino,0,1,1,53,1.0,3,164469.0,15460086.0,164469.0,0,0,0,1,0,0,999,autónomo,divorciado,1,hogar,Buenos Aires
29,femenino,1,0,1,5,2.0,1,322613.0,27689504.0,161306.5,1,1,0,0,1,0,314,empleado,divorciado,0,ninguno,Buenos Aires
50,femenino,2,0,0,114,3.0,0,567915.0,41389925.0,189305.0,1,0,1,1,0,0,999,empleado,casado,1,vida,Resto
45,femenino,2,1,0,16,2.0,0,532214.0,48452407.0,266107.0,1,0,0,1,0,0,999,autónomo,casado,1,hogar,Mendoza
34,masculino,2,1,1,82,1.0,0,119020.0,8807480.0,119020.0,1,0,0,0,0,0,999,empleado,casado,1,hogar,Resto
30,masculino,0,1,1,49,1.0,0,281468.0,36872308.0,281468.0,0,0,0,1,0,0,999,desempleado,soltero,1,auto,Córdoba
29,femenino,1,0,1,5,2.0,1,322613.0,27689504.0,161306.5,1,1,0,0,1,0,314,empleado,divorciado,0,ninguno,Buenos Aires
27,masculino,0,1,0,17,2.0,0,395565.0,49341950.0,197782.5,0,1,0,1,0,0,999,empleado,casado,1,vida,Resto
40,femenino,1,0,0,110,2.0,0,388733.0,35748799.0,194366.5,0,0,1,1,0,0,999,empleado,divorciado,1,vida,Santa Fe
55,femenino,2,0,1,14,1.0,0,230932.0,18243628.0,230932.0,0,0,0,0,1,316075,683,empleado,casado,1,salud,Buenos Aires
65,femenino,0,1,0,48,2.0,1,473845.0,54801491.0,236922.5,1,0,1,0,2,473318,77,jubilado,soltero,1,salud,Córdoba
40,masculino,0,1,1,1,1.0,1,310630.0,20501580.0,310630.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Resto
19,femenino,0,1,1,12,2.0,0,550605.0,37624770.0,275302.5,1,0,1,0,0,0,999,estudiante,soltero,1,hogar,Resto
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
26,femenino,2,0,1,5,1.0,1,134083.0,13408300.0,134083.0,1,0,0,0,1,0,580,empleado,casado,0,ninguno,Córdoba
32,femenino,2,0,0,1,2.0,1,349343.0,33800074.0,174671.5,0,0,1,1,0,0,999,autónomo,casado,0,ninguno,Mendoza
54,femenino,1,1,1,2,1.0,1,163192.0,23336456.0,163192.0,0,1,0,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
30,femenino,2,1,0,88,3.0,2,621648.0,69252357.0,207216.0,0,1,1,1,0,0,999,empleado,casado,1,vida,Buenos Aires
65,femenino,1,1,0,2,2.0,1,357854.0,38992329.0,178927.0,0,1,0,1,0,0,999,jubilado,soltero,0,ninguno,Resto
52,femenino,2,0,0,5,1.0,1,322127.0,23193144.0,322127.0,0,0,1,0,0,0,999,autónomo,viudo,0,ninguno,Entre Ríos
34,masculino,1,1,0,111,1.0,1,120376.0,17815648.0,120376.0,0,0,1,0,0,0,999,empleado,casado,1,salud,Córdoba
52,femenino,2,0,0,5,1.0,1,322127.0,23193144.0,322127.0,0,0,1,0,0,0,999,autónomo,viudo,0,ninguno,Entre Ríos
52,masculino,2,1,1,61,1.0,3,146588.0,18763264.0,146588.0,1,0,0,0,1,0,625,empleado,soltero,1,vida,Buenos Aires
22,masculino,0,0,1,24,2.0,0,312921.0,28744101.0,156460.5,0,1,0,1,0,0,999,empleado,divorciado,1,auto,Córdoba
28,femenino,2,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,autónomo,soltero,0,ninguno,Buenos Aires
46,masculino,3,1,1,3,2.0,1,400596.0,28495308.0,200298.0,0,1,1,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
52,femenino,2,0,0,5,1.0,1,322127.0,23193144.0,322127.0,0,0,1,0,0,0,999,autónomo,viudo,0,ninguno,Entre Ríos
66,femenino,1,1,0,73,2.0,0,444613.0,57597706.0,222306.5,0,0,1,1,0,0,999,jubilado,soltero,1,hogar,Buenos Aires
28,femenino,3,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,desempleado,soltero,0,ninguno,Resto
42,masculino,1,1,1,4,1.0,1,173097.0,17309700.0,173097.0,0,1,0,0,0,0,999,empleado,casado,0,ninguno,Entre Ríos
65,femenino,1,1,0,2,2.0,1,357854.0,38992329.0,178927.0,0,1,0,1,0,0,999,jubilado,soltero,0,ninguno,Resto
25,femenino,0,0,0,60,2.0,0,547442.0,55409753.0,273721.0,0,0,1,1,0,0,999,estudiante,soltero,1,vida,Buenos Aires
25,masculino,0,1,1,8,2.0,0,367556.0,23922819.0,183778.0,1,1,0,0,0,0,999,empleado,viudo,1,salud,Resto
54,femenino,0,1,1,2,1.0,0,107105.0,15637330.0,107105.0,0,1,0,0,0,0,999,empresario,soltero,1,auto,Buenos Aires
26,femenino,2,0,1,5,1.0,1,134083.0,13408300.0,134083.0,1,0,0,0,1,0,580,empleado,casado,0,ninguno,Córdoba
22,masculino,1,0,0,24,3.0,0,658598.0,65547513.0,219532.66666666663,1,1,1,0,1,0,484,empleado,soltero,1,salud,Resto
40,femenino,2,1,1,23,2.0,0,562528.0,58232477.0,281264.0,0,1,0,1,0,0,999,empleado,divorciado,1,auto,Buenos Aires
52,femenino,2,0,0,5,1.0,1,322127.0,23193144.0,322127.0,0,0,1,0,0,0,999,autónomo,viudo,0,ninguno,Entre Ríos
57,femenino,3,1,1,5,3.0,1,450539.0,58898391.0,150179.66666666666,1,1,1,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
33,masculino,1,0,1,4,3.0,1,769822.0,109955742.0,256607.3333333333,1,0,1,1,0,0,999,empleado,casado,0,ninguno,Resto
26,masculino,0,0,0,28,1.0,0,267058.0,22699930.0,267058.0,0,0,0,1,0,0,999,empleado,divorciado,1,vida,Resto
28,femenino,0,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,empleado,soltero,0,ninguno,Resto
29,masculino,3,0,0,26,3.0,0,736882.0,87303511.0,245627.3333333333,1,0,1,1,1,0,292,empleado,soltero,1,vida,Buenos Aires
54,femenino,3,1,1,2,1.0,1,126046.0,11848324.0,126046.0,0,1,0,0,2,0,295,empleado,soltero,0,ninguno,Buenos Aires
18,femenino,0,0,0,1,3.0,1,584909.0,48084153.0,194969.66666666663,1,0,1,1,0,0,999,desempleado,soltero,0,ninguno,Resto
40,femenino,1,0,0,110,2.0,3,388733.0,35748799.0,194366.5,0,0,1,1,0,0,999,empleado,divorciado,1,vida,Córdoba
56,masculino,0,1,1,72,1.0,0,206246.0,30936900.0,206246.0,0,0,0,1,1,731872,88,autónomo,divorciado,1,auto,Tucumán
46,femenino,3,0,1,86,1.0,0,317729.0,29231068.0,317729.0,0,1,0,0,0,0,999,empresario,soltero,1,salud,Córdoba
28,femenino,2,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,autónomo,soltero,0,ninguno,Buenos Aires
64,femenino,0,1,0,9,1.0,3,163758.0,19323444.0,163758.0,1,0,0,0,0,0,999,desempleado,soltero,0,ninguno,Resto
26,masculino,2,0,1,56,3.0,0,891192.0,95216730.0,297064.0,0,1,1,1,1,466750,727,autónomo,viudo,1,auto,Córdoba
55,femenino,0,1,1,100,1.0,1,83751.0,9380112.0,83751.0,1,0,0,0,0,0,999,desempleado,casado,1,salud,Neuquén
29,femenino,1,1,0,4,2.0,1,491124.0,41245452.0,245562.0,0,0,1,1,0,0,999,empleado,casado,0,ninguno,Santa Fe
34,masculino,2,1,0,15,2.0,0,391639.0,40445534.0,195819.5,0,0,1,1,0,0,999,empleado,divorciado,1,hogar,Córdoba
24,masculino,1,1,1,41,1.0,0,173163.0,19221093.0,173163.0,1,0,0,0,0,0,999,estudiante,soltero,1,hogar,Neuquén
56,masculino,0,1,1,72,1.0,0,206246.0,30936900.0,206246.0,0,0,0,1,1,731872,88,empleado,divorciado,1,auto,Buenos Aires
18,masculino,0,0,0,4,3.0,1,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,desempleado,soltero,0,ninguno,Córdoba
57,femenino,3,1,1,5,3.0,1,450539.0,58898391.0,150179.66666666666,1,1,1,0,0,0,999,empleado,soltero,0,ninguno,Buenos Aires
28,femenino,0,1,1,4,2.0,1,243572.0,19565098.0,121786.0,1,0,0,1,0,0,999,empleado,divorciado,0,ninguno,Buenos Aires
54,femenino,1,1,1,1,1.0,1,218120.0,24865680.0,218120.0,0,0,0,1,1,0,710,empleado,casado,0,ninguno,Resto
64,femenino,0,1,0,9,1.0,3,163758.0,19323444.0,163758.0,1,0,0,0,0,0,999,desempleado,soltero,0,ninguno,Resto
30,masculino,2,1,1,49,1.0,0,169478.0,18473102.0,169478.0,0,0,0,1,0,0,999,empleado,soltero,1,auto,Resto
50,masculino,3,1,1,44,1.0,0,193133.0,19506433.0,193133.0,1,0,0,0,0,0,999,empleado,casado,1,salud,Buenos Aires
40,femenino,0,1,1,55,2.0,0,581204.0,65067444.0,290602.0,0,0,1,1,0,0,999,autónomo,soltero,1,hogar,Resto
50,femenino,3,0,0,114,3.0,0,567915.0,41389925.0,189305.0,1,0,1,1,0,0,999,autónomo,casado,1,vida,Resto
45,femenino,0,1,1,54,1.0,0,336274.0,32954852.0,336274.0,0,0,1,0,0,0,999,desempleado,casado,1,salud,Buenos Aires
21,femenino,0,1,0,12,2.0,0,352159.0,27630107.0,176079.5,1,0,0,1,1,833127,223,desempleado,soltero,1,hogar,Tucumán
33,masculino,0,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,autónomo,casado,0,ninguno,Entre Ríos
46,femenino,1,1,1,7,1.0,3,262440.0,31755240.0,262440.0,0,0,0,1,0,0,999,autónomo,casado,0,ninguno,Entre Ríos
53,femenino,3,1,1,18,2.0,0,373303.0,25133840.0,186651.5,1,0,0,1,1,781213,598,empleado,soltero,1,hogar,Buenos Aires
18,masculino,0,0,0,4,3.0,0,596700.0,55271314.0,198900.0,0,1,1,1,0,0,999,estudiante,soltero,1,vida,Resto
33,masculino,0,0,1,4,3.0,1,378101.0,38609767.0,126033.66666666669,1,0,1,1,0,0,999,autónomo,casado,0,ninguno,Entre Ríos
40,masculino,2,1,1,51,1.0,0,302243.0,33246730.0,302243.0,0,1,0,0,0,0,999,empleado,soltero,1,salud,Buenos Aires
33,femenino,1,1,0,41,3.0,2,893808.0,90319484.0,297936.0,0,1,1,1,0,0,999,autónomo,divorciado,1,vida,Buenos Aires
64,femenino,3,1,1,103,1.0,1,276496.0,26820112.0,276496.0,0,0,1,0,0,0,999,empleado,soltero,1,salud,Resto
28,femenino,2,1,1,1,1.0,1,222290.0,11559080.0,222290.0,0,0,1,0,0,0,999,autónomo,soltero,0,ninguno,Buenos Aires
47,masculino,0,1,0,53,1.0,0,144013.0,10224923.0,144013.0,0,0,0,1,0,0,999,empleado,casado,1,hogar,Resto
69,masculino,0,1,0,78,2.0,0,434727.0,34053552.0,217363.5,0,1,0,1,1,0,367,jubilado,casado,1,vida,Buenos Aires
46,femenino,1,1,1,7,1.0,3,262440.0,31755240.0,262440.0,0,0,0,1,0,0,999,autónomo,casado,0,ninguno,Entre Ríos
56,femenino,0,0,1,49,1.0,0,116135.0,5922885.0,116135.0,0,0,0,1,2,328812,352,autónomo,casado,1,auto,Resto
30,femenino,0,1,0,88,3.0,0,450759.0,60349424.0,150253.0,0,1,1,1,0,0,999,empleado,casado,1,vida,Resto
