
persona_id,edad,genero,preferencia_contacto,antiguedad_cliente,hijos,ocupacion,ingresos_mensuales,cantidad_polizas,suma_asegurada_total,prima_promedio,cantidad_pagos,cuotas_cumplidas,cuotas_impagas,pagos_parciales,ratio_cuotas_cumplidas,monto_promedio_pago,cantidad_siniestros,monto_promedio_siniestro,dias_desde_ultimo_siniestro,tiene_auto,tiene_hogar,tiene_vida,tiene_salud,tiene_accidentes,tiene_mascotas,tiene_riesgos,producto_objetivo,adquirio
376,51,0,0,3.44,0,2,521180,1,204000,9551.0,5,4,0,1,0.8,774.72,0,0.0,-1,0,0,1,0,0,0,0,4,1
377,69,0,1,0.1,1,1,256169,2,325000,13929.0,25,21,4,0,0.84,1142.59,3,73826.0,150,1,0,0,1,0,0,0,3,0
378,56,0,1,4.73,3,4,89796,3,1230000,13525.67,36,30,1,5,0.83,1130.48,0,0.0,-1,0,0,1,1,0,0,0,7,0
379,44,0,0,2.42,0,1,143941,2,802000,10433.0,53,48,1,4,0.91,881.45,0,0.0,-1,1,0,1,0,0,0,0,2,1
380,54,1,1,0.46,0,1,146101,3,1059000,10321.67,52,41,7,4,0.79,877.23,4,250901.5,540,1,1,0,1,0,0,0,3,0
381,55,1,1,1.58,1,1,278550,1,230000,10178.0,24,16,5,3,0.67,812.64,1,6761.0,666,1,0,0,0,0,0,0,4,0
382,62,1,0,4.12,2,2,655984,3,1096000,10782.0,29,22,5,2,0.76,919.88,2,93734.5,1002,1,0,1,0,0,0,0,4,1
383,41,1,1,2.83,2,1,122828,1,266000,7864.0,25,17,5,3,0.68,628.39,1,28909.0,421,0,0,0,0,1,0,0,4,1
384,30,0,0,4.21,2,1,88723,1,300000,11975.0,25,19,6,0,0.76,1002.5,0,0.0,-1,1,0,0,0,0,0,0,2,1
385,32,0,1,0.99,1,1,191376,1,440000,7842.0,13,10,1,2,0.77,689.73,0,0.0,-1,1,0,0,0,0,0,0,2,1
386,44,0,0,0.74,0,1,347342,2,219000,6674.0,26,18,4,4,0.69,560.02,3,62909.67,578,1,0,0,0,1,0,0,4,0
387,58,1,1,4.67,2,1,242144,3,904000,10677.67,87,72,6,9,0.83,914.97,0,0.0,-1,1,0,1,0,0,0,0,4,1
388,55,0,1,4.1,1,2,493051,1,140000,4275.0,14,11,0,3,0.79,345.73,0,0.0,-1,0,0,0,0,0,1,0,4,0
389,39,1,1,1.87,0,5,15762,1,585000,13884.0,11,11,0,0,1.0,1171.91,0,0.0,-1,0,0,0,1,0,0,0,3,1
390,37,1,0,3.07,0,1,310723,1,301000,4032.0,13,12,1,0,0.92,341.47,2,116133.0,662,0,0,0,0,1,0,0,7,1
391,36,0,1,2.8,1,1,330485,1,510000,17997.0,37,29,4,4,0.78,1466.44,0,0.0,-1,0,0,0,1,0,0,0,3,1
392,68,0,0,0.72,1,1,167687,3,557000,11607.33,53,44,7,2,0.83,963.93,0,0.0,-1,1,0,0,1,1,0,0,3,1
393,56,1,0,1.57,2,1,157519,2,726000,15548.5,23,17,3,3,0.74,1242.64,2,43686.0,526,0,0,1,1,0,0,0,7,0
394,60,0,1,3.77,1,2,232744,2,587000,9293.5,49,35,8,6,0.71,922.61,3,53389.67,399,0,1,0,1,0,0,0,3,1
395,67,0,1,3.55,0,1,116731,2,386000,8682.0,23,18,1,4,0.78,716.0,4,59287.0,2,1,1,0,0,0,0,0,3,0
396,33,1,1,2.62,1,2,604659,2,444000,11616.0,18,15,2,1,0.83,1061.64,5,72464.8,0,0,1,0,1,0,0,0,3,1
397,33,1,1,4.45,5,4,139022,2,316000,9389.5,34,26,3,5,0.76,807.02,4,64585.25,206,1,1,0,0,0,0,0,3,0
398,55,1,0,0.54,1,2,570345,1,435000,16601.0,13,10,2,1,0.77,1466.06,1,142021.0,332,0,0,0,1,0,0,0,3,1
399,58,0,0,0.41,0,3,7911,3,710000,8404.0,49,39,4,6,0.8,742.71,4,69272.5,602,1,0,0,0,0,0,0,3,1
400,61,1,1,0.83,0,2,585119,2,828000,14347.0,35,26,4,5,0.74,1184.54,0,0.0,-1,0,0,1,1,0,0,0,6,0
401,40,0,1,2.53,2,4,42067,1,208000,10768.0,18,16,1,1,0.89,880.65,0,0.0,-1,0,1,0,0,0,0,0,6,0
402,56,0,0,1.65,3,1,295141,1,256000,10860.0,13,11,1,1,0.85,845.84,0,0.0,-1,0,1,0,0,0,0,0,1,0
403,26,1,0,1.42,0,5,121573,2,805000,12733.5,38,31,2,5,0.82,1067.65,3,146714.33,993,1,0,0,1,0,0,0,3,1
404,36,1,0,4.42,1,5,81175,1,184000,5705.0,25,21,1,3,0.84,483.13,1,48251.0,1261,0,1,0,0,0,0,0,3,0
405,26,0,0,4.51,2,4,128385,1,110000,5443.0,13,12,1,0,0.92,394.65,1,11126.0,553,0,0,0,0,0,1,0,5,1
406,43,1,0,0.58,1,1,347968,1,300000,12376.0,37,27,5,5,0.73,999.97,0,0.0,-1,0,0,0,1,0,0,0,3,1
407,40,0,1,4.41,2,1,143882,1,128000,9260.0,25,18,2,5,0.72,767.7,0,0.0,-1,0,1,0,0,0,0,0,1,1
408,58,0,1,3.13,3,1,277828,2,530000,10399.5,26,20,3,3,0.77,843.26,1,111884.0,145,1,1,0,0,0,0,0,3,1
409,43,1,0,0.12,1,3,19076,2,591000,9378.5,62,50,9,3,0.81,859.24,2,116248.5,788,0,0,0,0,1,0,1,3,0
410,62,1,1,4.77,2,4,194896,3,1079000,12096.33,44,35,4,5,0.8,1090.47,2,229640.5,17,0,1,0,1,0,0,0,3,1
411,26,1,0,0.56,2,1,85998,1,384000,5843.0,9,8,0,1,0.89,477.89,0,0.0,-1,0,1,0,0,0,0,0,5,0
412,60,0,1,0.28,3,2,664356,2,936000,12023.0,26,21,1,4,0.81,983.26,4,226901.0,436,0,0,1,0,0,0,0,4,0
413,22,1,0,3.61,0,5,44798,3,725000,9937.0,87,66,11,10,0.76,876.85,0,0.0,-1,0,1,0,1,0,0,0,3,0
414,43,1,1,1.89,1,2,497338,1,132000,9660.0,9,7,1,1,0.78,777.42,1,12047.0,151,0,0,1,0,0,0,0,4,1
415,31,1,0,1.85,0,5,18197,3,786000,10836.0,66,56,9,1,0.85,961.54,1,69764.0,931,1,1,0,1,0,0,0,3,1
416,50,0,1,1.06,1,2,532519,1,490000,8388.0,25,24,0,1,0.96,679.85,1,8405.0,1453,1,0,0,0,0,0,0,2,1
417,41,1,1,2.94,0,2,277673,3,1023000,8447.0,63,50,3,10,0.79,766.88,4,274470.5,961,1,0,1,0,0,1,0,2,1
418,37,0,1,1.52,0,3,32537,2,310000,9854.5,17,15,1,1,0.88,812.26,1,92843.0,94,1,0,0,0,0,0,0,2,1
419,67,0,0,2.89,4,1,207303,2,1024000,11284.0,37,29,5,3,0.78,906.63,4,200024.75,19,1,0,1,0,0,0,0,4,1
420,47,1,1,2.63,5,4,216734,2,515000,10589.0,62,47,8,7,0.76,822.22,0,0.0,-1,1,0,0,1,0,0,0,2,1
421,64,0,0,3.79,2,1,283649,1,480000,14417.0,13,12,0,1,0.92,1201.82,1,108454.0,842,0,0,1,0,0,0,0,4,0
422,40,0,0,0.66,0,1,194675,1,308000,4375.0,13,10,1,2,0.77,363.11,2,92354.5,205,0,0,0,0,1,0,0,4,1
423,43,0,1,0.79,1,2,324230,1,228000,9432.0,29,23,4,2,0.79,758.04,2,153822.5,95,0,0,1,0,0,0,0,4,1
424,30,1,1,1.1,1,3,24623,2,510000,8019.5,49,43,3,3,0.88,779.41,5,131427.8,96,1,1,0,0,0,0,0,3,1
425,56,0,0,1.52,0,3,64883,2,400000,8636.0,50,45,1,4,0.9,736.22,1,44158.0,737,0,1,0,0,1,0,0,6,0
426,35,1,1,4.55,1,4,111229,2,600000,7205.0,58,42,7,9,0.72,590.0,2,112154.5,664,1,0,0,0,0,0,0,2,1
427,50,0,0,1.2,0,1,316045,2,630000,10711.0,11,10,0,1,0.91,989.98,0,0.0,-1,1,0,0,0,0,0,0,2,0
428,28,0,1,2.35,1,3,66701,1,230000,8909.0,26,20,2,4,0.77,726.35,1,106357.0,106,1,0,0,0,0,0,0,5,0
429,57,1,1,3.64,1,1,204612,1,180000,8874.0,37,34,1,2,0.92,725.83,0,0.0,-1,1,0,0,0,0,0,0,7,1
430,60,1,0,1.05,1,1,297039,2,360000,8448.5,74,56,8,10,0.76,701.75,3,87241.0,930,0,1,0,0,0,0,0,5,0
431,32,0,1,1.66,5,4,159046,2,512000,6891.0,26,19,2,5,0.73,603.48,4,84270.0,122,0,1,0,0,0,0,0,5,0
432,64,0,1,3.29,0,2,694723,1,525000,14195.0,7,6,0,1,0.86,1198.42,1,89454.0,57,0,0,0,1,0,0,0,3,1
433,64,0,0,4.8,4,4,111145,1,240000,12075.0,37,32,1,4,0.86,990.97,3,82685.0,526,0,0,1,0,0,0,0,4,0
434,58,0,0,1.92,3,1,80092,1,156000,13132.0,37,28,3,6,0.76,1102.16,0,0.0,-1,0,0,1,0,0,0,0,4,1
435,48,1,1,4.41,1,2,670409,2,818000,9903.0,50,37,8,5,0.74,770.36,2,33618.5,827,1,0,1,0,0,0,0,2,1
436,26,1,0,2.15,1,2,300380,2,256000,7392.5,57,48,4,5,0.84,639.93,0,0.0,-1,0,1,0,0,0,1,0,5,0
437,46,1,1,2.51,1,1,131754,3,1260000,12736.0,47,40,3,4,0.85,1093.76,2,98119.5,388,0,0,0,1,0,0,0,3,1
438,58,1,1,2.6,1,1,244345,1,735000,15145.0,11,8,1,2,0.73,1237.42,2,309758.0,210,0,0,0,1,0,0,0,3,1
439,64,0,1,4.13,3,1,254551,2,620000,11612.0,26,22,2,2,0.85,983.78,0,0.0,-1,1,0,0,1,0,0,0,3,1
440,28,1,1,2.53,3,1,105150,1,168000,9452.0,7,6,0,1,0.86,865.98,0,0.0,-1,0,1,0,0,0,0,0,5,1
441,59,0,1,3.62,1,1,107008,2,605000,10369.5,16,11,2,3,0.69,979.47,1,253635.0,1253,0,1,0,1,0,0,0,3,1
442,61,1,0,2.08,2,1,309671,1,312000,5922.0,6,5,1,0,0.83,476.28,3,77980.0,7,0,1,0,0,0,0,0,3,0
443,44,0,1,0.29,1,1,310405,2,456000,9030.5,26,22,3,1,0.85,759.06,3,164215.0,919,0,0,1,0,1,0,0,4,1
444,66,0,0,4.73,1,4,194057,2,689000,11928.0,27,24,1,2,0.89,844.19,4,132209.5,2,0,1,0,1,0,0,0,3,0
445,62,1,0,0.55,0,2,186718,1,444000,10250.0,8,7,0,1,0.88,865.4,0,0.0,-1,0,0,1,0,0,0,0,4,1
446,58,0,0,1.2,1,1,133165,3,965000,12848.67,69,49,5,15,0.71,1244.4,2,206856.5,667,0,1,0,1,0,0,0,3,0
447,69,0,1,3.11,2,1,177184,3,580000,10795.0,75,62,7,6,0.83,972.27,3,114332.67,889,1,0,0,0,0,1,0,4,1
448,34,0,1,4.32,4,4,172569,3,965000,9365.33,99,79,11,9,0.8,722.38,1,49206.0,1016,1,0,1,0,0,1,0,2,1
449,25,1,1,3.1,1,1,319494,2,345000,13271.5,69,61,4,4,0.88,1100.91,1,59825.0,851,1,0,0,1,0,0,0,3,1
450,30,0,0,1.79,4,1,131760,2,978000,11409.0,44,37,2,5,0.84,1004.46,4,120429.75,135,1,0,1,0,0,0,0,2,1
451,61,0,0,0.11,3,2,205628,3,998000,11803.33,46,36,7,3,0.78,937.39,3,179530.33,61,1,0,0,1,1,0,0,3,1
452,25,1,0,0.48,2,1,325322,2,933000,10564.5,65,51,9,5,0.78,901.23,0,0.0,-1,1,0,0,0,0,0,1,5,1
453,58,1,1,1.18,0,2,186394,3,940000,11353.0,36,30,0,6,0.83,941.87,5,114848.8,42,1,0,0,0,0,0,0,4,1
454,33,0,0,0.67,0,1,312168,3,1001000,9146.33,75,59,9,7,0.79,816.62,3,65211.0,868,0,1,0,1,0,0,0,3,1
455,55,1,1,2.25,1,1,349664,1,444000,12805.0,13,12,0,1,0.92,1071.0,0,0.0,-1,0,0,1,0,0,0,0,4,0
456,52,0,1,3.81,0,2,63206,3,1200000,11432.33,87,69,8,10,0.79,994.24,5,177547.4,475,1,0,0,1,0,0,0,2,1
457,36,0,1,4.26,2,1,100406,1,516000,9224.0,17,12,4,1,0.71,793.99,0,0.0,-1,0,0,1,0,0,0,0,4,1
458,58,0,0,0.3,0,5,109587,1,330000,16195.0,13,10,0,3,0.77,1311.6,3,163493.33,121,0,0,0,1,0,0,0,3,1
459,23,0,0,1.12,3,2,227449,1,750000,17206.0,13,12,0,1,0.92,1447.91,0,0.0,-1,0,0,0,1,0,0,0,3,1
460,49,1,0,2.33,3,1,130673,2,430000,9143.5,52,40,6,6,0.77,771.16,3,87599.33,348,1,0,1,0,0,0,0,2,1
461,59,1,1,2.66,0,1,199911,1,112000,6219.0,28,23,1,4,0.82,507.0,0,0.0,-1,0,1,0,0,0,0,0,5,0
462,24,0,1,0.45,3,2,89350,1,144000,6627.0,25,21,3,1,0.84,554.06,0,0.0,-1,0,1,0,0,0,0,0,5,0
463,41,1,1,3.5,1,1,229320,1,340000,7416.0,13,11,2,0,0.85,607.65,2,100046.0,997,1,0,0,0,0,0,0,2,1
464,47,1,1,2.76,0,1,161783,1,240000,9023.0,13,10,1,2,0.77,762.24,1,50190.0,298,0,1,0,0,0,0,0,6,1
465,28,0,0,3.98,0,1,150638,1,420000,11948.0,25,16,6,3,0.64,1003.67,0,0.0,-1,1,0,0,0,0,0,0,5,1
466,37,0,1,2.84,1,2,656134,2,444000,8558.0,48,34,7,7,0.71,758.53,1,125505.0,818,1,1,0,0,0,0,0,3,1
467,52,0,0,4.07,1,2,203356,1,444000,9533.0,25,23,1,1,0.92,822.35,3,161163.0,223,0,0,1,0,0,0,0,4,1
468,33,1,1,1.26,1,1,145903,1,504000,10131.0,27,20,6,1,0.74,815.95,1,29761.0,46,0,0,1,0,0,0,0,5,0
469,36,0,1,2.67,1,1,266519,3,1250000,9661.0,51,37,10,4,0.73,787.06,0,0.0,-1,1,0,0,0,0,0,0,2,1
470,32,0,1,4.47,1,1,308917,2,516000,8970.0,40,30,4,6,0.75,513.95,1,88110.0,637,0,0,1,0,1,0,0,4,1
471,37,1,1,3.82,0,1,89078,3,594000,8988.0,77,66,7,4,0.86,706.18,0,0.0,-1,1,1,0,0,0,0,0,3,1
472,25,0,1,1.41,1,4,75433,2,888000,14605.0,62,53,1,8,0.85,1208.61,3,143530.33,839,0,0,1,1,0,0,0,5,0
473,58,1,1,4.45,1,4,47125,3,690000,9950.0,75,62,6,7,0.83,837.92,3,67055.0,305,1,1,1,0,0,0,0,4,0
474,56,0,0,0.25,1,4,190495,2,380000,11304.5,39,34,2,3,0.87,978.12,2,100477.5,78,1,0,1,0,0,0,0,4,0
475,32,0,0,3.17,0,1,307128,2,291000,8983.5,58,44,10,4,0.76,815.2,3,60095.33,859,0,0,1,0,0,1,0,5,0
476,32,1,1,0.66,0,1,153491,1,480000,12664.0,13,9,3,1,0.69,1053.65,1,153718.0,15,0,0,0,1,0,0,0,3,0
477,55,0,1,4.36,4,4,92033,1,350000,9354.0,33,21,5,7,0.64,782.56,1,140269.0,185,1,0,0,0,0,0,0,5,1
478,61,0,1,0.48,1,2,82644,2,474000,10840.5,17,13,1,3,0.76,875.4,0,0.0,-1,1,0,1,0,0,0,0,4,1
479,68,0,0,2.54,2,4,236958,2,660000,8084.5,28,21,2,5,0.75,668.53,0,0.0,-1,1,1,0,0,0,0,0,3,1
480,35,0,0,4.08,1,3,59800,2,415000,12430.0,38,32,3,3,0.84,937.27,3,54436.0,1068,1,0,0,1,0,0,0,2,1
481,31,0,0,4.5,3,1,155128,3,902000,9335.33,63,51,6,6,0.81,680.51,2,55029.5,1197,1,1,1,0,0,0,0,5,0
482,49,0,0,4.86,1,1,117737,2,760000,9082.0,26,21,1,4,0.81,761.13,1,95931.0,233,1,0,1,0,0,0,0,2,1
483,50,1,0,1.1,2,1,220885,2,698000,9425.5,50,43,1,6,0.86,795.92,0,0.0,-1,1,1,0,0,0,0,0,3,0
484,45,0,1,2.81,2,3,10509,3,681000,11269.33,39,33,4,2,0.85,961.44,1,51315.0,107,0,1,1,1,0,0,0,6,0
485,60,1,0,1.94,0,1,187262,1,598000,10049.0,4,1,2,1,0.25,821.01,0,0.0,-1,0,0,0,0,0,0,1,5,1
486,67,1,0,2.01,2,2,551156,1,150000,7135.0,25,22,2,1,0.88,642.82,1,68486.0,423,1,0,0,0,0,0,0,3,1
487,28,1,0,3.3,3,2,603867,1,130000,8468.0,13,13,0,0,1.0,699.97,1,45650.0,978,1,0,0,0,0,0,0,5,1
488,69,1,0,3.5,1,1,107779,1,160000,11758.0,13,10,2,1,0.77,917.96,2,52456.5,845,1,0,0,0,0,0,0,3,0
489,62,0,0,0.97,3,2,252834,1,216000,7260.0,25,17,5,3,0.68,592.22,3,48343.0,398,0,1,0,0,0,0,0,5,1
490,40,1,1,2.27,2,1,257821,1,240000,6017.0,32,28,1,3,0.88,531.9,0,0.0,-1,0,0,0,0,0,1,0,5,1
491,37,0,1,1.49,4,2,307860,1,180000,17195.0,25,21,1,3,0.84,1458.15,0,0.0,-1,0,0,0,1,0,0,0,3,1
492,24,1,1,3.35,4,1,136957,1,200000,9275.0,6,5,0,1,0.83,761.92,1,25757.0,86,1,0,0,0,0,0,0,5,1
493,56,1,0,2.36,1,1,298491,1,120000,10929.0,13,10,1,2,0.77,878.92,3,72273.33,183,1,0,0,0,0,0,0,3,1
494,49,0,0,4.67,0,1,120522,1,312000,12835.0,25,18,4,3,0.72,1115.75,2,79154.0,425,0,0,1,0,0,0,0,4,1
495,62,0,1,2.9,3,2,396146,1,420000,11927.0,20,17,0,3,0.85,1037.3,0,0.0,-1,0,0,1,0,0,0,0,4,0
496,27,0,1,3.72,2,2,184733,1,304000,9495.0,6,5,0,1,0.83,851.67,2,83050.0,88,0,1,0,0,0,0,0,5,1
497,62,1,1,3.66,0,1,272509,2,608000,11364.5,44,31,7,6,0.7,945.74,2,122607.5,68,0,1,1,0,0,0,0,4,0
498,48,1,1,3.01,2,4,203380,2,1188000,12792.0,28,19,3,6,0.68,1108.58,3,209927.67,49,0,0,1,1,0,0,0,6,1
499,64,1,1,4.2,2,1,103651,2,714000,9490.5,32,29,2,1,0.91,759.64,2,58416.0,273,1,1,0,0,0,0,0,3,1
500,27,0,0,0.41,1,1,225790,2,386000,10866.0,26,22,2,2,0.85,872.59,0,0.0,-1,1,0,1,0,0,0,0,5,0
501,47,0,1,3.15,1,2,291661,3,1397000,10223.33,87,68,11,8,0.78,971.29,1,206538.0,1041,1,1,0,1,0,0,0,3,1
502,40,0,1,1.47,0,1,108275,2,657000,14668.0,41,36,3,2,0.88,1242.69,1,110041.0,1235,0,0,1,1,0,0,0,6,1
503,25,1,0,4.99,3,1,277580,1,585000,12552.0,13,13,0,0,1.0,1023.96,1,378642.0,231,0,0,0,1,0,0,0,3,1
504,47,0,0,2.18,3,4,228984,1,195000,17308.0,13,10,1,2,0.77,1388.21,0,0.0,-1,0,0,0,1,0,0,0,3,1
505,70,1,0,1.06,1,1,260274,3,746000,10125.33,57,38,10,9,0.67,929.77,3,83421.0,120,1,1,1,0,0,0,0,4,1
506,52,0,0,1.7,1,2,348043,3,1053000,8454.33,56,47,5,4,0.84,716.4,3,34398.67,121,0,1,1,0,1,0,0,4,0
507,62,1,0,1.79,2,1,175495,1,264000,10436.0,6,5,0,1,0.83,933.83,3,80928.33,30,0,1,0,0,0,0,0,4,0
508,45,0,1,1.16,2,4,92432,3,870000,13664.0,39,29,2,8,0.74,1170.49,4,52541.5,49,1,0,0,1,0,0,0,2,1
509,40,1,0,3.7,5,2,492856,2,681000,9146.5,47,40,5,2,0.85,902.98,0,0.0,-1,1,0,0,0,1,0,0,2,0
510,40,1,1,3.05,4,1,340382,1,120000,8083.0,25,21,4,0,0.84,696.77,0,0.0,-1,1,0,0,0,0,0,0,2,1
511,58,0,0,1.13,1,3,30920,2,1095000,14449.5,52,41,5,6,0.79,1202.08,1,83228.0,953,0,0,1,1,0,0,0,2,1
512,57,0,1,2.68,2,1,311763,3,846000,9058.0,60,46,6,8,0.77,729.77,1,133894.0,403,1,1,1,0,0,0,0,4,0
513,35,0,1,4.75,1,2,601611,2,855000,12194.0,17,12,3,2,0.71,929.0,0,0.0,-1,1,0,0,1,0,0,0,2,0
514,52,1,0,3.98,2,1,282464,2,591000,10199.0,20,18,1,1,0.9,761.81,2,266247.0,68,0,1,0,1,0,0,0,3,1
515,21,1,1,2.1,2,4,127390,2,739000,15588.0,50,41,6,3,0.82,1350.83,3,145778.0,720,0,0,0,1,0,0,1,3,1
516,57,0,1,3.89,2,1,223288,3,1805000,13158.67,51,43,5,3,0.84,1161.37,3,306576.33,740,1,0,0,1,0,0,0,3,1
517,28,1,1,0.86,0,1,257380,2,704000,9297.5,37,31,2,4,0.84,831.1,1,290810.0,853,0,1,0,0,0,0,0,5,1
518,59,0,0,4.25,1,1,130407,3,1072000,9589.33,70,52,14,4,0.74,718.23,3,17420.67,624,1,1,0,0,0,0,0,3,1
519,63,0,1,2.73,3,1,249084,1,630000,14953.0,25,20,2,3,0.8,1238.78,2,223263.0,678,0,0,0,1,0,0,0,3,0
520,47,1,0,3.5,1,5,46582,3,712000,12201.0,109,92,9,8,0.84,1017.51,4,89356.5,446,0,1,0,1,0,0,1,3,1
521,59,0,0,1.56,5,1,192629,2,680000,10382.5,74,59,8,7,0.8,873.56,1,41180.0,486,1,0,0,0,0,0,0,5,1
522,42,0,0,1.02,0,4,247572,1,350000,8737.0,37,25,7,5,0.68,719.63,0,0.0,-1,1,0,0,0,0,0,0,4,1
523,69,0,0,0.86,3,1,258803,3,500000,8900.0,51,40,6,5,0.78,600.98,2,162115.0,43,1,0,0,0,0,1,0,4,1
524,64,0,0,4.84,1,1,286572,2,720000,9696.5,59,49,6,4,0.83,818.35,0,0.0,-1,1,0,0,0,0,0,0,7,1
525,63,0,0,3.07,3,4,88195,2,483000,11452.0,50,40,5,5,0.8,972.93,0,0.0,-1,0,0,1,1,0,0,0,7,0
526,31,0,0,3.76,0,1,168591,1,145000,4975.0,13,9,0,4,0.69,438.48,2,36250.0,885,0,0,0,0,0,1,0,5,1
527,58,1,0,3.04,2,1,195269,1,165000,15596.0,25,21,2,2,0.84,1298.97,2,64882.0,971,0,0,0,1,0,0,0,3,1
528,59,0,0,3.71,4,4,42047,2,736000,10022.5,35,28,3,4,0.8,838.42,3,150301.67,3,1,0,1,0,0,0,0,4,1
529,50,1,0,0.42,3,4,72989,1,432000,13083.0,13,9,1,3,0.69,1122.37,0,0.0,-1,0,0,1,0,0,0,0,4,0
530,50,1,0,3.75,2,1,217893,2,470000,9636.5,62,49,8,5,0.79,862.31,1,28147.0,700,0,0,0,1,0,1,0,3,1
531,64,0,0,0.77,0,3,2973,2,1055000,14829.0,35,27,3,5,0.77,1246.43,3,281875.67,113,1,0,0,1,0,0,0,3,1
532,69,0,1,2.61,0,2,177739,3,1521000,13597.0,56,41,7,8,0.73,1129.3,2,118194.5,509,0,0,1,1,0,0,0,1,1
533,45,1,1,2.68,2,2,282372,3,1150000,11475.33,75,57,8,10,0.76,959.52,3,237129.67,1123,1,0,0,1,0,0,0,2,1
534,27,1,1,1.77,2,2,518386,1,210000,7969.0,13,9,1,3,0.69,644.14,0,0.0,-1,1,0,0,0,0,0,0,5,0
535,40,0,0,0.15,0,5,76254,1,205000,5806.0,26,19,2,5,0.73,464.47,1,63094.0,270,0,0,0,0,0,1,0,1,1
536,54,0,1,3.99,2,4,84838,2,652000,11347.0,16,15,0,1,0.94,948.57,4,215766.25,71,1,0,1,0,0,0,0,2,0
537,39,1,0,0.58,3,1,272009,2,624000,10695.0,50,40,7,3,0.8,870.1,1,106627.0,890,0,0,1,1,0,0,0,6,0
538,68,1,1,3.98,1,5,80678,2,900000,14303.5,50,46,1,3,0.92,1099.91,3,203795.0,589,1,0,0,1,0,0,0,3,0
539,26,1,1,1.83,1,1,123839,2,960000,11719.5,43,35,3,5,0.81,981.9,3,79086.33,844,1,0,1,0,0,0,0,5,1
540,62,0,1,3.62,2,3,43845,1,372000,12780.0,13,12,0,1,0.92,1071.29,0,0.0,-1,0,0,1,0,0,0,0,4,0
541,28,1,1,1.07,2,3,35994,1,300000,7913.0,37,22,8,7,0.59,618.37,1,109301.0,611,1,0,0,0,0,0,0,5,1
542,65,0,0,4.43,6,2,154044,1,300000,12359.0,25,19,1,5,0.76,1040.56,0,0.0,-1,0,0,1,0,0,0,0,4,1
543,46,1,1,2.5,1,1,248913,2,650000,9895.5,50,43,5,2,0.86,800.46,0,0.0,-1,1,0,0,0,0,0,0,2,1
544,29,1,0,2.96,1,3,38486,2,300000,8305.0,50,39,2,9,0.78,655.53,3,82015.0,623,1,1,0,0,0,0,0,3,1
545,24,0,0,1.32,0,1,224035,1,368000,6866.0,33,25,4,4,0.76,587.17,0,0.0,-1,0,1,0,0,0,0,0,5,1
546,31,0,0,4.37,2,1,326624,2,640000,9704.0,38,34,3,1,0.89,759.39,0,0.0,-1,0,1,1,0,0,0,0,5,0
547,53,0,0,2.85,1,2,537286,3,1439000,11245.0,38,33,1,4,0.87,907.39,1,157536.0,1005,0,1,1,1,0,0,0,7,0
548,63,0,0,4.47,3,4,99463,1,585000,15655.0,25,21,2,2,0.84,1308.35,0,0.0,-1,0,0,0,1,0,0,0,3,0
549,22,0,0,2.58,7,2,542701,1,104000,8554.0,7,7,0,0,1.0,744.65,0,0.0,-1,0,1,0,0,0,0,0,5,1
550,25,0,0,2.75,2,1,163395,1,210000,12352.0,23,22,0,1,0.96,1063.09,0,0.0,-1,1,0,0,0,0,0,0,5,1
551,56,0,0,2.56,0,1,89123,2,380000,8633.5,38,28,6,4,0.74,664.59,2,47414.0,902,1,0,0,0,0,0,0,6,0
552,52,0,0,4.23,0,1,207729,1,480000,11754.0,24,19,1,4,0.79,997.53,0,0.0,-1,0,0,1,0,0,0,0,4,0
553,56,0,1,4.01,0,5,135262,3,700000,8625.67,51,40,8,3,0.78,803.38,1,73849.0,843,0,1,1,0,0,0,0,4,1
554,42,1,1,4.08,1,1,102672,3,810000,6516.33,41,32,5,4,0.78,509.0,2,164596.5,842,1,1,0,0,0,0,0,3,1
555,62,0,1,1.89,4,1,332195,3,444000,8665.67,51,34,6,11,0.67,455.73,3,63706.67,57,1,0,1,0,0,1,0,4,1
556,28,0,1,0.92,1,1,349173,3,1395000,13947.67,34,27,4,3,0.79,1196.17,2,242157.0,133,0,0,1,1,0,0,0,5,0
557,29,0,1,3.22,3,1,288585,3,1356000,12338.0,50,47,2,1,0.94,1014.01,3,120486.0,951,0,0,1,0,0,0,0,5,0
558,69,1,0,3.9,0,2,630911,1,160000,9890.0,37,27,6,4,0.73,825.33,0,0.0,-1,1,0,0,0,0,0,0,5,1
559,43,1,1,3.38,0,4,198856,1,324000,12357.0,25,20,4,1,0.8,964.49,1,60829.0,1158,0,0,1,0,0,0,0,4,1
560,23,1,1,3.39,1,1,122243,1,400000,8777.0,11,10,0,1,0.91,680.5,1,238637.0,230,1,0,0,0,0,0,0,5,0
561,36,0,0,4.72,1,1,285371,2,860000,13434.0,50,42,2,6,0.84,986.53,1,5761.0,1746,1,0,0,1,0,0,0,2,1
562,35,0,1,1.13,2,1,286744,1,320000,8887.0,25,22,1,2,0.88,713.46,0,0.0,-1,1,0,0,0,0,0,0,2,0
563,59,1,1,3.51,6,1,261987,1,90000,3385.0,37,30,4,3,0.81,274.89,0,0.0,-1,0,0,0,0,0,1,0,1,0
564,35,1,0,1.71,2,2,691796,2,414000,8413.0,50,43,2,5,0.86,723.3,1,62285.0,319,1,1,0,0,0,0,0,3,1
